"Figure 4. Global Atmospheric Concentrations of Selected Halogenated Gases, 1978-2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: EPA's Climate Change Indicators in the United States: www.epa.gov/climate-indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data source: AGAGE, 2016; Rigby, 2016; NOAA, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web update: August 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units: parts per trillion (ppt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,HCFC-22,HCFC-141b,HFC-23,HFC-125,HFC-134a,HFC-152a,CFC-12,Methyl chloroform,Sulfur hexafluoride,PFC-116,Halon-1211,Nitrogen trifluoride,PFC-14,,,,,,,,,,,,,,,,
2011.292,211.575,21.074,23.928,10.069,61.319,6.669,530.732,6.585,7.211,4.154,,,,,,,,,,,,,,,,,,,
2011.375,212.095,21.111,23.977,10.206,61.742,6.656,530.63,6.508,7.248,4.16,,,,,,,,,,,,,,,,,,,
2011.375,,,,,,,,,,,,0.82095,,,,,,,,,,,,,,,,,
2011.375,,,,,,,,,,,,,78.93766,,,,,,,,,,,,,,,,
2011.416667,,,,,,,,,,,4.01,,,,,,,,,,,,,,,,,,
2011.458,212.472,21.223,24.03,10.331,62.162,6.551,530.239,6.406,7.262,4.167,,,,,,,,,,,,,,,,,,,
2011.45825,,,,,,,,,,,,0.82719,,,,,,,,,,,,,,,,,
2011.45825,,,,,,,,,,,,,78.987,,,,,,,,,,,,,,,,
2011.54163,,,,,,,,,,,,0.8327,,,,,,,,,,,,,,,,,
2011.54163,,,,,,,,,,,,,79.01894,,,,,,,,,,,,,,,,
2011.542,213.486,21.374,24.096,10.483,62.813,6.521,529.92,6.296,7.292,4.174,,,,,,,,,,,,,,,,,,,
2011.583333,,,,,,,,,,,3.99,,,,,,,,,,,,,,,,,,
2011.625,214.086,21.436,24.153,10.615,63.42,6.39,529.812,6.166,7.307,4.18,,,,,,,,,,,,,,,,,,,
2011.625,,,,,,,,,,,,0.83989,,,,,,,,,,,,,,,,,
2011.625,,,,,,,,,,,,,79.04993,,,,,,,,,,,,,,,,
2011.708,215.328,21.663,24.225,10.833,64.146,6.512,529.695,6.053,7.336,4.191,,,,,,,,,,,,,,,,,,,
2011.70825,,,,,,,,,,,,0.84921,,,,,,,,,,,,,,,,,
2011.70825,,,,,,,,,,,,,79.11442,,,,,,,,,,,,,,,,
2011.75,,,,,,,,,,,3.98,,,,,,,,,,,,,,,,,,
2011.79163,,,,,,,,,,,,0.85941,,,,,,,,,,,,,,,,,
2011.79163,,,,,,,,,,,,,79.18079,,,,,,,,,,,,,,,,
2011.792,215.69,21.799,24.295,10.969,64.457,6.501,529.578,5.952,7.36,4.194,,,,,,,,,,,,,,,,,,,
2011.875,216.194,21.906,24.356,11.107,64.871,6.696,529.488,5.858,7.389,4.2,,,,,,,,,,,,,,,,,,,
2011.875,,,,,,,,,,,,0.86931,,,,,,,,,,,,,,,,,
2011.875,,,,,,,,,,,,,79.2439,,,,,,,,,,,,,,,,
2011.916667,,,,,,,,,,,3.97,,,,,,,,,,,,,,,,,,
2011.958,216.778,22.071,24.453,11.233,65.257,6.905,529.284,5.758,7.421,4.207,,,,,,,,,,,,,,,,,,,
2011.95825,,,,,,,,,,,,0.87873,,,,,,,,,,,,,,,,,
2011.95825,,,,,,,,,,,,,79.30741,,,,,,,,,,,,,,,,
2012.04163,,,,,,,,,,,,0.88823,,,,,,,,,,,,,,,,,
2012.04163,,,,,,,,,,,,,79.38811,,,,,,,,,,,,,,,,
2012.042,216.952,22.076,24.525,11.383,65.385,6.883,529.218,5.727,7.451,4.204,,,,,,,,,,,,,,,,,,,
2012.083333,,,,,,,,,,,3.96,,,,,,,,,,,,,,,,,,
2012.125,217.533,22.166,24.62,11.567,65.847,7.022,529.043,5.653,7.493,4.211,,,,,,,,,,,,,,,,,,,
2012.125,,,,,,,,,,,,0.89786,,,,,,,,,,,,,,,,,
2012.125,,,,,,,,,,,,,79.4854,,,,,,,,,,,,,,,,
2012.208,217.454,22.115,24.703,11.705,66.148,7.05,528.661,5.593,7.504,4.226,,,,,,,,,,,,,,,,,,,
2012.20825,,,,,,,,,,,,0.90687,,,,,,,,,,,,,,,,,
2012.20825,,,,,,,,,,,,,79.57455,,,,,,,,,,,,,,,,
2012.25,,,,,,,,,,,3.95,,,,,,,,,,,,,,,,,,
2012.29163,,,,,,,,,,,,0.91494,,,,,,,,,,,,,,,,,
2012.29163,,,,,,,,,,,,,79.63058,,,,,,,,,,,,,,,,
2012.292,217.54,22.155,24.761,11.775,66.451,7.023,528.413,5.481,7.521,4.235,,,,,,,,,,,,,,,,,,,
2012.375,217.785,22.28,24.814,11.83,66.663,6.916,527.888,5.4,7.542,4.245,,,,,,,,,,,,,,,,,,,
2012.375,,,,,,,,,,,,0.92162,,,,,,,,,,,,,,,,,
2012.375,,,,,,,,,,,,,79.66772,,,,,,,,,,,,,,,,
2012.416667,,,,,,,,,,,3.92,,,,,,,,,,,,,,,,,,
2012.458,218.272,22.377,24.901,11.953,67.048,6.755,527.772,5.264,7.563,4.253,,,,,,,,,,,,,,,,,,,
2012.45825,,,,,,,,,,,,0.92845,,,,,,,,,,,,,,,,,
2012.45825,,,,,,,,,,,,,79.71666,,,,,,,,,,,,,,,,
2012.54163,,,,,,,,,,,,0.93447,,,,,,,,,,,,,,,,,
2012.54163,,,,,,,,,,,,,79.74862,,,,,,,,,,,,,,,,
2012.542,219.025,22.462,24.975,12.11,67.76,6.669,527.321,5.147,7.585,4.253,,,,,,,,,,,,,,,,,,,
2012.583333,,,,,,,,,,,3.90,,,,,,,,,,,,,,,,,,
2012.625,220.002,22.557,25.028,12.367,68.646,6.657,526.953,5.074,7.613,4.259,,,,,,,,,,,,,,,,,,,
2012.625,,,,,,,,,,,,0.94234,,,,,,,,,,,,,,,,,
2012.625,,,,,,,,,,,,,79.78047,,,,,,,,,,,,,,,,
2012.708,220.435,22.611,25.073,12.49,69.005,6.713,526.796,5.018,7.623,4.258,,,,,,,,,,,,,,,,,,,
2012.70825,,,,,,,,,,,,0.95252,,,,,,,,,,,,,,,,,
2012.70825,,,,,,,,,,,,,79.84641,,,,,,,,,,,,,,,,
2012.75,,,,,,,,,,,3.89,,,,,,,,,,,,,,,,,,
2012.79163,,,,,,,,,,,,0.96367,,,,,,,,,,,,,,,,,
2012.79163,,,,,,,,,,,,,79.91429,,,,,,,,,,,,,,,,
2012.792,220.906,22.73,25.165,12.624,69.208,6.584,526.914,4.877,7.658,4.264,,,,,,,,,,,,,,,,,,,
2012.875,222.269,22.971,25.328,12.862,69.959,6.856,526.851,4.798,7.704,4.27,,,,,,,,,,,,,,,,,,,
2012.875,,,,,,,,,,,,0.97447,,,,,,,,,,,,,,,,,
2012.875,,,,,,,,,,,,,79.97877,,,,,,,,,,,,,,,,
2012.916667,,,,,,,,,,,3.88,,,,,,,,,,,,,,,,,,
2012.958,222.742,23.095,25.457,13.018,70.341,6.948,526.718,4.731,7.743,4.284,,,,,,,,,,,,,,,,,,,
2012.95825,,,,,,,,,,,,0.98475,,,,,,,,,,,,,,,,,
2012.95825,,,,,,,,,,,,,80.04356,,,,,,,,,,,,,,,,
2013.04163,,,,,,,,,,,,0.99515,,,,,,,,,,,,,,,,,
2013.04163,,,,,,,,,,,,,80.12421,,,,,,,,,,,,,,,,
2013.042,223.028,23.13,25.553,13.168,70.661,7.067,526.505,4.67,7.769,4.291,,,,,,,,,,,,,,,,,,,
2013.083333,,,,,,,,,,,3.86,,,,,,,,,,,,,,,,,,
2013.125,223.199,23.126,25.627,13.341,70.892,7.086,526.236,4.604,7.8,4.296,,,,,,,,,,,,,,,,,,,
2013.125,,,,,,,,,,,,1.00573,,,,,,,,,,,,,,,,,
2013.125,,,,,,,,,,,,,80.22067,,,,,,,,,,,,,,,,
2013.208,222.935,23.047,25.686,13.481,71.027,6.987,526.076,4.558,7.821,4.302,,,,,,,,,,,,,,,,,,,
2013.20825,,,,,,,,,,,,1.01563,,,,,,,,,,,,,,,,,
2013.20825,,,,,,,,,,,,,80.30905,,,,,,,,,,,,,,,,
2013.25,,,,,,,,,,,3.83,,,,,,,,,,,,,,,,,,
2013.29163,,,,,,,,,,,,1.02446,,,,,,,,,,,,,,,,,
2013.29163,,,,,,,,,,,,,80.36415,,,,,,,,,,,,,,,,
2013.292,223.231,23.105,25.786,13.576,71.359,7.04,525.786,4.529,7.846,4.31,,,,,,,,,,,,,,,,,,,
2013.375,223.518,23.123,25.865,13.633,71.715,6.951,525.529,4.456,7.867,4.322,,,,,,,,,,,,,,,,,,,
2013.375,,,,,,,,,,,,1.03176,,,,,,,,,,,,,,,,,
2013.375,,,,,,,,,,,,,80.40027,,,,,,,,,,,,,,,,
2013.416667,,,,,,,,,,,3.82,,,,,,,,,,,,,,,,,,
2013.458,224.374,23.212,25.96,13.743,72.419,6.938,525.109,4.383,7.896,4.325,,,,,,,,,,,,,,,,,,,
2013.45825,,,,,,,,,,,,1.03925,,,,,,,,,,,,,,,,,
2013.45825,,,,,,,,,,,,,80.44835,,,,,,,,,,,,,,,,
2013.54163,,,,,,,,,,,,1.04583,,,,,,,,,,,,,,,,,
2013.54163,,,,,,,,,,,,,80.47896,,,,,,,,,,,,,,,,
2013.542,224.602,23.227,26.034,13.843,72.981,6.765,524.751,4.298,7.913,4.33,,,,,,,,,,,,,,,,,,,
2013.583333,,,,,,,,,,,3.79,,,,,,,,,,,,,,,,,,
2013.625,225.4,23.312,26.109,14.02,73.479,6.59,524.435,4.212,7.938,4.336,,,,,,,,,,,,,,,,,,,
2013.625,,,,,,,,,,,,1.05444,,,,,,,,,,,,,,,,,
2013.625,,,,,,,,,,,,,80.50931,,,,,,,,,,,,,,,,
2013.708,225.584,23.307,26.11,14.294,73.773,6.364,524.261,4.157,7.944,4.335,,,,,,,,,,,,,,,,,,,
2013.70825,,,,,,,,,,,,1.0656,,,,,,,,,,,,,,,,,
2013.70825,,,,,,,,,,,,,80.57402,,,,,,,,,,,,,,,,
2013.75,,,,,,,,,,,3.78,,,,,,,,,,,,,,,,,,
2013.79163,,,,,,,,,,,,1.07779,,,,,,,,,,,,,,,,,
2013.79163,,,,,,,,,,,,,80.63992,,,,,,,,,,,,,,,,
2013.792,226.358,23.459,26.215,14.602,74.327,6.561,524.225,4.114,7.982,4.344,,,,,,,,,,,,,,,,,,,
2013.875,226.984,23.568,26.346,14.778,74.845,6.663,524.039,4.04,8.021,4.351,,,,,,,,,,,,,,,,,,,
2013.875,,,,,,,,,,,,1.08961,,,,,,,,,,,,,,,,,
2013.875,,,,,,,,,,,,,80.7021,,,,,,,,,,,,,,,,
2013.916667,,,,,,,,,,,3.77,,,,,,,,,,,,,,,,,,
2013.958,227.552,23.659,26.461,15.009,75.323,6.892,523.923,4.001,8.06,4.36,,,,,,,,,,,,,,,,,,,
2013.95825,,,,,,,,,,,,1.10086,,,,,,,,,,,,,,,,,
2013.95825,,,,,,,,,,,,,80.76465,,,,,,,,,,,,,,,,
2014.04163,,,,,,,,,,,,1.11234,,,,,,,,,,,,,,,,,
2014.04163,,,,,,,,,,,,,80.8437,,,,,,,,,,,,,,,,
2014.042,228.114,23.743,26.587,15.218,75.715,6.906,523.775,3.924,8.097,4.373,,,,,,,,,,,,,,,,,,,
2014.083333,,,,,,,,,,,3.75,,,,,,,,,,,,,,,,,,
2014.125,227.229,23.607,26.613,15.293,75.647,6.74,523.667,3.876,8.097,4.375,,,,,,,,,,,,,,,,,,,
2014.125,,,,,,,,,,,,1.1241,,,,,,,,,,,,,,,,,
2014.125,,,,,,,,,,,,,80.93882,,,,,,,,,,,,,,,,
2014.208,227.862,23.662,26.766,15.452,76.003,6.758,523.357,3.823,8.131,4.385,,,,,,,,,,,,,,,,,,,
2014.20825,,,,,,,,,,,,1.13512,,,,,,,,,,,,,,,,,
2014.20825,,,,,,,,,,,,,81.02574,,,,,,,,,,,,,,,,
2014.25,,,,,,,,,,,3.73,,,,,,,,,,,,,,,,,,
2014.29163,,,,,,,,,,,,1.1449,,,,,,,,,,,,,,,,,
2014.29163,,,,,,,,,,,,,81.08123,,,,,,,,,,,,,,,,
2014.292,227.872,23.675,26.841,15.585,76.326,6.912,522.939,3.767,8.148,4.392,,,,,,,,,,,,,,,,,,,
2014.375,228.327,23.738,26.942,15.738,76.813,6.823,522.834,3.773,8.182,4.4,,,,,,,,,,,,,,,,,,,
2014.375,,,,,,,,,,,,1.153,,,,,,,,,,,,,,,,,
2014.375,,,,,,,,,,,,,81.11858,,,,,,,,,,,,,,,,
2014.416667,,,,,,,,,,,3.71,,,,,,,,,,,,,,,,,,
2014.458,229.068,23.773,27.025,16.02,77.475,6.684,522.591,3.735,8.217,4.404,,,,,,,,,,,,,,,,,,,
2014.45825,,,,,,,,,,,,1.1613,,,,,,,,,,,,,,,,,
2014.45825,,,,,,,,,,,,,81.16756,,,,,,,,,,,,,,,,
2014.54163,,,,,,,,,,,,1.16859,,,,,,,,,,,,,,,,,
2014.54163,,,,,,,,,,,,,81.1983,,,,,,,,,,,,,,,,
2014.542,229.68,23.776,27.112,16.176,78.072,6.569,522.481,3.66,8.248,4.409,,,,,,,,,,,,,,,,,,,
2014.583333,,,,,,,,,,,3.70,,,,,,,,,,,,,,,,,,
2014.625,229.896,23.759,27.165,16.288,78.372,6.352,522.312,3.606,8.267,4.412,,,,,,,,,,,,,,,,,,,
2014.625,,,,,,,,,,,,1.17815,,,,,,,,,,,,,,,,,
2014.625,,,,,,,,,,,,,81.22849,,,,,,,,,,,,,,,,
2014.708,230.464,23.826,27.225,16.535,79.017,6.353,522.236,3.594,8.291,4.42,,,,,,,,,,,,,,,,,,,
2014.70825,,,,,,,,,,,,1.19051,,,,,,,,,,,,,,,,,
2014.70825,,,,,,,,,,,,,81.29339,,,,,,,,,,,,,,,,
2014.75,,,,,,,,,,,3.68,,,,,,,,,,,,,,,,,,
2014.79163,,,,,,,,,,,,1.20402,,,,,,,,,,,,,,,,,
2014.79163,,,,,,,,,,,,,81.35988,,,,,,,,,,,,,,,,
2014.792,231.345,23.932,27.353,16.804,79.67,6.463,522.129,3.533,8.325,4.425,,,,,,,,,,,,,,,,,,,
2014.875,232.288,24.081,27.502,17.489,80.351,6.749,522.016,3.497,8.363,4.435,,,,,,,,,,,,,,,,,,,
2014.875,,,,,,,,,,,,1.2171,,,,,,,,,,,,,,,,,
2014.875,,,,,,,,,,,,,81.4229,,,,,,,,,,,,,,,,
2014.916667,,,,,,,,,,,3.68,,,,,,,,,,,,,,,,,,
2014.958,232.25,24.097,27.558,17.575,80.443,6.725,521.72,3.465,8.381,4.441,,,,,,,,,,,,,,,,,,,
2014.95825,,,,,,,,,,,,1.22956,,,,,,,,,,,,,,,,,
2014.95825,,,,,,,,,,,,,81.48618,,,,,,,,,,,,,,,,
2015.04163,,,,,,,,,,,,1.24169,,,,,,,,,,,,,,,,,
2015.04163,,,,,,,,,,,,,81.56675,,,,,,,,,,,,,,,,
2015.125,,,,,,,,,,,,1.25378,,,,,,,,,,,,,,,,,
2015.125,,,,,,,,,,,,,81.66388,,,,,,,,,,,,,,,,
2015.20825,,,,,,,,,,,,1.26515,,,,,,,,,,,,,,,,,
2015.20825,,,,,,,,,,,,,81.75262,,,,,,,,,,,,,,,,
2015.29163,,,,,,,,,,,,1.27519,,,,,,,,,,,,,,,,,
2015.29163,,,,,,,,,,,,,81.81001,,,,,,,,,,,,,,,,
2015.375,,,,,,,,,,,,1.28346,,,,,,,,,,,,,,,,,
2015.375,,,,,,,,,,,,,81.84917,,,,,,,,,,,,,,,,
2015.45825,,,,,,,,,,,,1.29197,,,,,,,,,,,,,,,,,
2015.45825,,,,,,,,,,,,,81.90001,,,,,,,,,,,,,,,,
2015.54163,,,,,,,,,,,,1.29942,,,,,,,,,,,,,,,,,
2015.54163,,,,,,,,,,,,,81.9313,,,,,,,,,,,,,,,,
2015.625,,,,,,,,,,,,1.30928,,,,,,,,,,,,,,,,,
2015.625,,,,,,,,,,,,,81.96182,,,,,,,,,,,,,,,,
2015.70825,,,,,,,,,,,,1.32211,,,,,,,,,,,,,,,,,
2015.70825,,,,,,,,,,,,,82.02763,,,,,,,,,,,,,,,,
2015.79163,,,,,,,,,,,,1.33614,,,,,,,,,,,,,,,,,
2015.79163,,,,,,,,,,,,,82.09431,,,,,,,,,,,,,,,,
2015.875,,,,,,,,,,,,1.34973,,,,,,,,,,,,,,,,,
2015.875,,,,,,,,,,,,,82.1571,,,,,,,,,,,,,,,,
2015.95825,,,,,,,,,,,,1.36265,,,,,,,,,,,,,,,,,
2015.95825,,,,,,,,,,,,,82.22007,,,,,,,,,,,,,,,,
