"Figure 4. Global Atmospheric Concentrations of Selected Halogenated Gases, 1978-2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: EPA's Climate Change Indicators in the United States: www.epa.gov/climate-indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data source: AGAGE, 2016; Rigby, 2016; NOAA, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web update: August 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units: parts per trillion (ppt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,HCFC-22,HCFC-141b,HFC-23,HFC-125,HFC-134a,HFC-152a,CFC-12,Methyl chloroform,Sulfur hexafluoride,PFC-116,Halon-1211,Nitrogen trifluoride,PFC-14,,,,,,,,,,,,,,,,
1997.12,123.7,6.87568,12.12,,4.38025,,534.595,80.958,3.775,,,,,,,,,,,,,,,,,,,,
1997.125,,,,,,,,,,,,0.08593,,,,,,,,,,,,,,,,,
1997.125,,,,,,,,,,,,,69.11604,,,,,,,,,,,,,,,,
1997.20825,,,,,,,,,,,,0.08716,,,,,,,,,,,,,,,,,
1997.20825,,,,,,,,,,,,,69.21222,,,,,,,,,,,,,,,,
1997.21,125.2,6.98052,12.2374,,4.685,,534.859,80.141,3.785,,,,,,,,,,,,,,,,,,,,
1997.25,,,,,,,,,,,3.72,,,,,,,,,,,,,,,,,,
1997.29,124.85,7.15956,12.336,,4.60825,,534.915,78.863,3.815,,,,,,,,,,,,,,,,,,,,
1997.29163,,,,,,,,,,,,0.08832,,,,,,,,,,,,,,,,,
1997.29163,,,,,,,,,,,,,69.26701,,,,,,,,,,,,,,,,
1997.375,,,,,,,,,,,,0.0893,,,,,,,,,,,,,,,,,
1997.375,,,,,,,,,,,,,69.29929,,,,,,,,,,,,,,,,
1997.38,125.7,7.3203,12.45,,4.5405,,535.031,78.026,3.835,,,,,,,,,,,,,,,,,,,,
1997.42,,,,,,,,,,,3.78,,,,,,,,,,,,,,,,,,
1997.45825,,,,,,,,,,,,0.09031,,,,,,,,,,,,,,,,,
1997.45825,,,,,,,,,,,,,69.34406,,,,,,,,,,,,,,,,
1997.46,125.85,7.54773,12.5504,,4.61635,,535.213,77.124,3.825,,,,,,,,,,,,,,,,,,,,
1997.54,126.45,7.63687,12.64,,4.88705,,535.846,75.755,3.87,,,,,,,,,,,,,,,,,,,,
1997.54163,,,,,,,,,,,,0.0912,,,,,,,,,,,,,,,,,
1997.54163,,,,,,,,,,,,,69.3746,,,,,,,,,,,,,,,,
1997.58,,,,,,,,,,,3.78,,,,,,,,,,,,,,,,,,
1997.62,126.65,7.5852,12.6135,,5.08135,,536.222,74.463,3.905,,,,,,,,,,,,,,,,,,,,
1997.625,,,,,,,,,,,,0.09232,,,,,,,,,,,,,,,,,
1997.625,,,,,,,,,,,,,69.40861,,,,,,,,,,,,,,,,
1997.70825,,,,,,,,,,,,0.09373,,,,,,,,,,,,,,,,,
1997.70825,,,,,,,,,,,,,69.47455,,,,,,,,,,,,,,,,
1997.71,127.1,7.79773,12.6651,,5.638,,536.477,73.259,3.92,,,,,,,,,,,,,,,,,,,,
1997.75,,,,,,,,,,,3.81,,,,,,,,,,,,,,,,,,
1997.79,127.35,7.94195,12.7231,,5.69325,,536.725,72.052,3.965,,,,,,,,,,,,,,,,,,,,
1997.79163,,,,,,,,,,,,0.09528,,,,,,,,,,,,,,,,,
1997.79163,,,,,,,,,,,,,69.53343,,,,,,,,,,,,,,,,
1997.875,,,,,,,,,,,,0.09679,,,,,,,,,,,,,,,,,
1997.875,,,,,,,,,,,,,69.58387,,,,,,,,,,,,,,,,
1997.88,127.4,8.09288,12.7875,,6.239,,537.24,71.357,3.96,,,,,,,,,,,,,,,,,,,,
1997.92,,,,,,,,,,,3.83,,,,,,,,,,,,,,,,,,
1997.95825,,,,,,,,,,,,0.09823,,,,,,,,,,,,,,,,,
1997.95825,,,,,,,,,,,,,69.63482,,,,,,,,,,,,,,,,
1997.96,128.35,8.253,12.8584,,6.36975,,537.431,70.479,4.01,,,,,,,,,,,,,,,,,,,,
1998.04,128.45,8.20982,12.9356,,6.47325,,537.75,69.57,4.04,,,,,,,,,,,,,,,,,,,,
1998.04163,,,,,,,,,,,,0.09952,,,,,,,,,,,,,,,,,
1998.04163,,,,,,,,,,,,,69.71539,,,,,,,,,,,,,,,,
1998.08,,,,,,,,,,,3.84,,,,,,,,,,,,,,,,,,
1998.12,129.15,8.37575,13.0192,,6.82375,,537.359,68.391,4.04,,,,,,,,,,,,,,,,,,,,
1998.125,,,,,,,,,,,,0.10075,,,,,,,,,,,,,,,,,
1998.125,,,,,,,,,,,,,69.81883,,,,,,,,,,,,,,,,
1998.20825,,,,,,,,,,,,0.10195,,,,,,,,,,,,,,,,,
1998.20825,,,,,,,,,,,,,69.91309,,,,,,,,,,,,,,,,
1998.21,128.762,8.53825,12.98,0.778,6.7015,1.288,537.605,67.418,4.055,,,,,,,,,,,,,,,,,,,,
1998.25,,,,,,,,,,,3.86,,,,,,,,,,,,,,,,,,
1998.29,129.749,8.8115,13.31,0.796,6.96175,1.3765,537.484,66.677,4.08,,,,,,,,,,,,,,,,,,,,
1998.29163,,,,,,,,,,,,0.10313,,,,,,,,,,,,,,,,,
1998.29163,,,,,,,,,,,,,69.96909,,,,,,,,,,,,,,,,
1998.375,,,,,,,,,,,,0.10415,,,,,,,,,,,,,,,,,
1998.375,,,,,,,,,,,,,70.00422,,,,,,,,,,,,,,,,
1998.38,129.994,8.9375,13.4323,0.81875,7.08325,1.4065,537.779,65.738,4.14,,,,,,,,,,,,,,,,,,,,
1998.42,,,,,,,,,,,3.87,,,,,,,,,,,,,,,,,,
1998.45825,,,,,,,,,,,,0.10523,,,,,,,,,,,,,,,,,
1998.45825,,,,,,,,,,,,,70.05137,,,,,,,,,,,,,,,,
1998.46,130.549,9.19025,13.6007,0.8315,7.422,1.4325,538.015,64.778,4.095,,,,,,,,,,,,,,,,,,,,
1998.54,131.106,9.2995,13.748,0.882,7.702,1.404,538.428,63.735,4.13,,,,,,,,,,,,,,,,,,,,
1998.54163,,,,,,,,,,,,0.10623,,,,,,,,,,,,,,,,,
1998.54163,,,,,,,,,,,,,70.08048,,,,,,,,,,,,,,,,
1998.58,,,,,,,,,,,3.88,,,,,,,,,,,,,,,,,,
1998.62,131.97,9.50025,13.8744,0.913,8.02925,1.353,538.684,62.666,4.14,,,,,,,,,,,,,,,,,,,,
1998.625,,,,,,,,,,,,0.10751,,,,,,,,,,,,,,,,,
1998.625,,,,,,,,,,,,,70.11121,,,,,,,,,,,,,,,,
1998.70825,,,,,,,,,,,,0.10917,,,,,,,,,,,,,,,,,
1998.70825,,,,,,,,,,,,,70.17418,,,,,,,,,,,,,,,,
1998.71,133.089,9.7255,13.9797,0.90075,8.45225,1.3645,539.144,61.619,4.14,,,,,,,,,,,,,,,,,,,,
1998.75,,,,,,,,,,,3.92,,,,,,,,,,,,,,,,,,
1998.79,133.482,9.8985,14.04,0.9075,8.7465,1.353,539.358,60.771,4.15,,,,,,,,,,,,,,,,,,,,
1998.79163,,,,,,,,,,,,0.11102,,,,,,,,,,,,,,,,,
1998.79163,,,,,,,,,,,,,70.23146,,,,,,,,,,,,,,,,
1998.875,,,,,,,,,,,,0.11288,,,,,,,,,,,,,,,,,
1998.875,,,,,,,,,,,,,70.28123,,,,,,,,,,,,,,,,
1998.88,133.662,10.0875,14.0891,0.95025,8.93075,1.4075,539.96,59.843,4.22,,,,,,,,,,,,,,,,,,,,
1998.92,,,,,,,,,,,3.95,,,,,,,,,,,,,,,,,,
1998.95825,,,,,,,,,,,,0.11469,,,,,,,,,,,,,,,,,
1998.95825,,,,,,,,,,,,,70.33138,,,,,,,,,,,,,,,,
1998.96,134.494,10.2501,14.175,0.96478,9.15071,1.43329,540.125,59.126,4.21,,,,,,,,,,,,,,,,,,,,
1999.04,134.349,10.3724,14.2549,0.983221,9.35554,1.47696,540.449,58.45,4.245,,,,,,,,,,,,,,,,,,,,
1999.04163,,,,,,,,,,,,0.11641,,,,,,,,,,,,,,,,,
1999.04163,,,,,,,,,,,,,70.40988,,,,,,,,,,,,,,,,
1999.08,,,,,,,,,,,3.97,,,,,,,,,,,,,,,,,,
1999.12,134.559,10.4432,14.2,0.996,9.56725,1.4995,540.42,57.607,4.275,,,,,,,,,,,,,,,,,,,,
1999.125,,,,,,,,,,,,0.11809,,,,,,,,,,,,,,,,,
1999.125,,,,,,,,,,,,,70.51032,,,,,,,,,,,,,,,,
1999.20825,,,,,,,,,,,,0.11971,,,,,,,,,,,,,,,,,
1999.20825,,,,,,,,,,,,,70.60154,,,,,,,,,,,,,,,,
1999.21,135.07,10.548,14.49,1.03075,9.77675,1.554,540.085,56.702,4.27,,,,,,,,,,,,,,,,,,,,
1999.25,,,,,,,,,,,3.99,,,,,,,,,,,,,,,,,,
1999.29,135.7,10.7677,14.18,1.06025,10.047,1.5925,540.199,55.858,4.285,,,,,,,,,,,,,,,,,,,,
1999.29163,,,,,,,,,,,,0.12129,,,,,,,,,,,,,,,,,
1999.29163,,,,,,,,,,,,,70.65733,,,,,,,,,,,,,,,,
1999.375,,,,,,,,,,,,0.12266,,,,,,,,,,,,,,,,,
1999.375,,,,,,,,,,,,,70.69361,,,,,,,,,,,,,,,,
1999.38,136.336,10.8878,14.3573,1.12975,10.329,1.611,540.146,55.039,4.335,,,,,,,,,,,,,,,,,,,,
1999.42,,,,,,,,,,,4.01,,,,,,,,,,,,,,,,,,
1999.45825,,,,,,,,,,,,0.12409,,,,,,,,,,,,,,,,,
1999.45825,,,,,,,,,,,,,70.74129,,,,,,,,,,,,,,,,
1999.46,136.745,11.0527,14.54,1.135,10.6015,1.5785,540.221,54.363,4.32,,,,,,,,,,,,,,,,,,,,
1999.54,136.953,11.143,14.6332,1.16767,10.885,1.566,540.437,53.218,4.33,,,,,,,,,,,,,,,,,,,,
1999.54163,,,,,,,,,,,,0.1254,,,,,,,,,,,,,,,,,
1999.54163,,,,,,,,,,,,,70.77087,,,,,,,,,,,,,,,,
1999.58,,,,,,,,,,,3.99,,,,,,,,,,,,,,,,,,
1999.62,137.426,11.2675,14.72,1.1845,11.2437,1.548,540.786,52.213,4.35,,,,,,,,,,,,,,,,,,,,
1999.625,,,,,,,,,,,,0.12705,,,,,,,,,,,,,,,,,
1999.625,,,,,,,,,,,,,70.80173,,,,,,,,,,,,,,,,
1999.70825,,,,,,,,,,,,0.12916,,,,,,,,,,,,,,,,,
1999.70825,,,,,,,,,,,,,70.86474,,,,,,,,,,,,,,,,
1999.71,137.857,11.4618,15.17,1.14875,11.5988,1.527,540.891,51.598,4.37,,,,,,,,,,,,,,,,,,,,
1999.75,,,,,,,,,,,4.04,,,,,,,,,,,,,,,,,,
1999.79,138.715,11.6477,14.64,1.17675,11.9102,1.6105,541.321,50.854,4.39,,,,,,,,,,,,,,,,,,,,
1999.79163,,,,,,,,,,,,0.1315,,,,,,,,,,,,,,,,,
1999.79163,,,,,,,,,,,,,70.92315,,,,,,,,,,,,,,,,
1999.875,,,,,,,,,,,,0.13384,,,,,,,,,,,,,,,,,
1999.875,,,,,,,,,,,,,70.97461,,,,,,,,,,,,,,,,
1999.88,139.191,11.8035,15.1,1.20825,12.1935,1.664,541.627,50.108,4.405,,,,,,,,,,,,,,,,,,,,
1999.92,,,,,,,,,,,4.06,,,,,,,,,,,,,,,,,,
1999.95825,,,,,,,,,,,,0.13609,,,,,,,,,,,,,,,,,
1999.95825,,,,,,,,,,,,,71.02621,,,,,,,,,,,,,,,,
1999.96,139.477,11.9392,14.79,1.21275,12.4905,1.6475,542.005,49.473,4.425,,,,,,,,,,,,,,,,,,,,
2000.04,139.539,12.0632,14.67,1.2355,12.6573,1.6735,542.281,48.838,4.477,,,,,,,,,,,,,,,,,,,,
2000.04163,,,,,,,,,,,,0.13833,,,,,,,,,,,,,,,,,
2000.04163,,,,,,,,,,,,,71.10405,,,,,,,,,,,,,,,,
2000.08,,,,,,,,,,,4.09,,,,,,,,,,,,,,,,,,
2000.12,139.486,12.0682,14.97,1.28775,12.7017,1.6815,542.257,48.13,4.502,,,,,,,,,,,,,,,,,,,,
2000.125,,,,,,,,,,,,0.1405,,,,,,,,,,,,,,,,,
2000.125,,,,,,,,,,,,,71.20235,,,,,,,,,,,,,,,,
2000.20825,,,,,,,,,,,,0.14248,,,,,,,,,,,,,,,,,
2000.20825,,,,,,,,,,,,,71.29123,,,,,,,,,,,,,,,,
2000.21,140.216,12.2092,15.0941,1.32531,13.0025,1.6895,542.399,47.584,4.4895,,,,,,,,,,,,,,,,,,,,
2000.25,,,,,,,,,,,4.11,,,,,,,,,,,,,,,,,,
2000.29,141.079,12.5468,15.2601,1.35533,13.461,1.805,542.472,46.969,4.522,,,,,,,,,,,,,,,,,,,,
2000.29163,,,,,,,,,,,,0.14435,,,,,,,,,,,,,,,,,
2000.29163,,,,,,,,,,,,,71.34566,,,,,,,,,,,,,,,,
2000.375,,,,,,,,,,,,0.14589,,,,,,,,,,,,,,,,,
2000.375,,,,,,,,,,,,,71.38102,,,,,,,,,,,,,,,,
2000.38,141.09,12.596,15.4118,1.38317,13.6575,1.7915,542.499,46.256,4.4935,,,,,,,,,,,,,,,,,,,,
2000.42,,,,,,,,,,,4.10,,,,,,,,,,,,,,,,,,
2000.45825,,,,,,,,,,,,0.14744,,,,,,,,,,,,,,,,,
2000.45825,,,,,,,,,,,,,71.42731,,,,,,,,,,,,,,,,
2000.46,141.329,12.7838,15.5493,1.42284,13.9655,1.7885,542.631,45.548,4.535,,,,,,,,,,,,,,,,,,,,
2000.54,142.055,12.994,15.6725,1.4715,14.3328,1.729,542.872,44.645,4.558,,,,,,,,,,,,,,,,,,,,
2000.54163,,,,,,,,,,,,0.14878,,,,,,,,,,,,,,,,,
2000.54163,,,,,,,,,,,,,71.45612,,,,,,,,,,,,,,,,
2000.58,,,,,,,,,,,4.10,,,,,,,,,,,,,,,,,,
2000.62,143.111,13.1085,15.7815,1.50216,14.6602,1.709,543.172,43.96,4.565,,,,,,,,,,,,,,,,,,,,
2000.625,,,,,,,,,,,,0.15047,,,,,,,,,,,,,,,,,
2000.625,,,,,,,,,,,,,71.48618,,,,,,,,,,,,,,,,
2000.70825,,,,,,,,,,,,0.15262,,,,,,,,,,,,,,,,,
2000.70825,,,,,,,,,,,,,71.54809,,,,,,,,,,,,,,,,
2000.71,143.34,13.1503,15.8762,1.52631,14.8485,1.7225,543.35,43.288,4.5905,,,,,,,,,,,,,,,,,,,,
2000.75,,,,,,,,,,,4.12,,,,,,,,,,,,,,,,,,
2000.79,144.436,13.4695,15.9566,1.57295,15.4422,1.825,543.764,42.412,4.6255,,,,,,,,,,,,,,,,,,,,
2000.79163,,,,,,,,,,,,0.15494,,,,,,,,,,,,,,,,,
2000.79163,,,,,,,,,,,,,71.60675,,,,,,,,,,,,,,,,
2000.875,,,,,,,,,,,,0.15719,,,,,,,,,,,,,,,,,
2000.875,,,,,,,,,,,,,71.65926,,,,,,,,,,,,,,,,
2000.88,145.224,13.578,16.0228,1.64534,15.7193,1.89,543.864,42.019,4.6145,,,,,,,,,,,,,,,,,,,,
2000.92,,,,,,,,,,,4.15,,,,,,,,,,,,,,,,,,
2000.95825,,,,,,,,,,,,0.15928,,,,,,,,,,,,,,,,,
2000.95825,,,,,,,,,,,,,71.7114,,,,,,,,,,,,,,,,
2000.96,145.175,13.6388,16.0747,1.68272,15.8512,1.9845,543.994,41.549,4.65,,,,,,,,,,,,,,,,,,,,
2001.04,144.875,13.6632,16.1124,1.71933,16.0607,1.92858,543.901,40.904,4.671,,,,,,,,,,,,,,,,,,,,
2001.04163,,,,,,,,,,,,0.16136,,,,,,,,,,,,,,,,,
2001.04163,,,,,,,,,,,,,71.78569,,,,,,,,,,,,,,,,
2001.08,,,,,,,,,,,4.16,,,,,,,,,,,,,,,,,,
2001.12,145.508,13.8003,16.1358,1.74631,16.2545,1.9815,543.927,40.353,4.688,,,,,,,,,,,,,,,,,,,,
2001.125,,,,,,,,,,,,0.16347,,,,,,,,,,,,,,,,,
2001.125,,,,,,,,,,,,,71.87851,,,,,,,,,,,,,,,,
2001.20825,,,,,,,,,,,,0.16552,,,,,,,,,,,,,,,,,
2001.20825,,,,,,,,,,,,,71.96308,,,,,,,,,,,,,,,,
2001.21,146.261,13.908,16.1449,1.77896,16.6442,2.0115,543.763,39.767,4.7025,,,,,,,,,,,,,,,,,,,,
2001.25,,,,,,,,,,,4.18,,,,,,,,,,,,,,,,,,
2001.29,146.66,14.0247,16.11,1.8038,16.7018,2.045,543.513,39.291,4.7215,,,,,,,,,,,,,,,,,,,,
2001.29163,,,,,,,,,,,,0.16754,,,,,,,,,,,,,,,,,
2001.29163,,,,,,,,,,,,,72.01244,,,,,,,,,,,,,,,,
2001.375,,,,,,,,,,,,0.16931,,,,,,,,,,,,,,,,,
2001.375,,,,,,,,,,,,,72.04294,,,,,,,,,,,,,,,,
2001.38,147.527,14.0487,16.1792,1.83707,17.0443,2.091,543.366,38.688,4.7225,,,,,,,,,,,,,,,,,,,,
2001.42,,,,,,,,,,,4.17,,,,,,,,,,,,,,,,,,
2001.45825,,,,,,,,,,,,0.17117,,,,,,,,,,,,,,,,,
2001.45825,,,,,,,,,,,,,72.08539,,,,,,,,,,,,,,,,
2001.46,148.157,14.1908,16.11,1.85688,17.4148,2.12,543.653,38.026,4.736,,,,,,,,,,,,,,,,,,,,
2001.54,148.852,14.3187,16.69,1.88403,17.6957,2.0555,543.802,37.377,4.7555,,,,,,,,,,,,,,,,,,,,
2001.54163,,,,,,,,,,,,0.1729,,,,,,,,,,,,,,,,,
2001.54163,,,,,,,,,,,,,72.11251,,,,,,,,,,,,,,,,
2001.58,,,,,,,,,,,4.17,,,,,,,,,,,,,,,,,,
2001.62,148.322,14.331,16.83,1.91,18.033,1.943,543.8,36.621,4.76475,,,,,,,,,,,,,,,,,,,,
2001.625,,,,,,,,,,,,0.17512,,,,,,,,,,,,,,,,,
2001.625,,,,,,,,,,,,,72.1414,,,,,,,,,,,,,,,,
2001.70825,,,,,,,,,,,,0.17797,,,,,,,,,,,,,,,,,
2001.70825,,,,,,,,,,,,,72.2021,,,,,,,,,,,,,,,,
2001.71,149.269,14.524,16.08,1.992,18.5098,1.9795,543.898,36.104,4.8025,,,,,,,,,,,,,,,,,,,,
2001.75,,,,,,,,,,,4.19,,,,,,,,,,,,,,,,,,
2001.79,150.376,14.7013,16.41,1.9095,18.934,2.022,544.203,35.561,4.81825,,,,,,,,,,,,,,,,,,,,
2001.79163,,,,,,,,,,,,0.18117,,,,,,,,,,,,,,,,,
2001.79163,,,,,,,,,,,,,72.26145,,,,,,,,,,,,,,,,
2001.875,,,,,,,,,,,,0.18437,,,,,,,,,,,,,,,,,
2001.875,,,,,,,,,,,,,72.31593,,,,,,,,,,,,,,,,
2001.88,150.626,14.7458,16.77,1.94925,19.2492,2.1335,544.335,34.977,4.85,,,,,,,,,,,,,,,,,,,,
2001.92,,,,,,,,,,,4.21,,,,,,,,,,,,,,,,,,
2001.95825,,,,,,,,,,,,0.18754,,,,,,,,,,,,,,,,,
2001.95825,,,,,,,,,,,,,72.37036,,,,,,,,,,,,,,,,
2001.96,151.047,14.9453,16.58,1.9545,19.602,2.2495,544.509,34.517,4.837,,,,,,,,,,,,,,,,,,,,
2002.04,150.778,14.8475,16.5576,1.97221,19.5895,2.2165,544.632,34.016,4.85559,,,,,,,,,,,,,,,,,,,,
2002.04163,,,,,,,,,,,,0.19074,,,,,,,,,,,,,,,,,
2002.04163,,,,,,,,,,,,,72.44543,,,,,,,,,,,,,,,,
2002.08,,,,,,,,,,,4.22,,,,,,,,,,,,,,,,,,
2002.12,151.373,15.1195,16.5022,2.03846,20.0065,2.208,544.499,33.527,4.87675,,,,,,,,,,,,,,,,,,,,
2002.125,,,,,,,,,,,,0.194,,,,,,,,,,,,,,,,,
2002.125,,,,,,,,,,,,,72.53865,,,,,,,,,,,,,,,,
2002.20825,,,,,,,,,,,,0.1971,,,,,,,,,,,,,,,,,
2002.20825,,,,,,,,,,,,,72.62433,,,,,,,,,,,,,,,,
2002.21,151.701,15.2397,16.4655,2.12049,20.2087,2.271,544.444,33.087,4.893,,,,,,,,,,,,,,,,,,,,
2002.25,,,,,,,,,,,4.23,,,,,,,,,,,,,,,,,,
2002.29,152.049,15.2887,16.4477,2.1273,20.442,2.284,544.216,32.606,4.941,,,,,,,,,,,,,,,,,,,,
2002.29163,,,,,,,,,,,,0.20002,,,,,,,,,,,,,,,,,
2002.29163,,,,,,,,,,,,,72.67431,,,,,,,,,,,,,,,,
2002.375,,,,,,,,,,,,0.20252,,,,,,,,,,,,,,,,,
2002.375,,,,,,,,,,,,,72.70531,,,,,,,,,,,,,,,,
2002.38,152.64,15.498,16.4486,2.16641,20.8072,2.40517,543.977,32.108,4.909,,,,,,,,,,,,,,,,,,,,
2002.42,,,,,,,,,,,4.23,,,,,,,,,,,,,,,,,,
2002.45825,,,,,,,,,,,,0.20509,,,,,,,,,,,,,,,,,
2002.45825,,,,,,,,,,,,,72.74884,,,,,,,,,,,,,,,,
2002.46,153.887,15.5672,16.4683,2.1808,21.217,2.456,543.94,31.584,4.9275,,,,,,,,,,,,,,,,,,,,
2002.54,153.156,15.5223,16.5068,2.20074,21.4645,2.408,544.01,31.033,4.946,,,,,,,,,,,,,,,,,,,,
2002.54163,,,,,,,,,,,,0.20741,,,,,,,,,,,,,,,,,
2002.54163,,,,,,,,,,,,,72.77825,,,,,,,,,,,,,,,,
2002.58,,,,,,,,,,,4.23,,,,,,,,,,,,,,,,,,
2002.62,154.068,15.7787,16.5641,2.2822,22.0845,2.341,544.203,30.329,4.97275,,,,,,,,,,,,,,,,,,,,
2002.625,,,,,,,,,,,,0.21034,,,,,,,,,,,,,,,,,
2002.625,,,,,,,,,,,,,72.80986,,,,,,,,,,,,,,,,
2002.70825,,,,,,,,,,,,0.21405,,,,,,,,,,,,,,,,,
2002.70825,,,,,,,,,,,,,72.87373,,,,,,,,,,,,,,,,
2002.71,155.24,15.9352,16.6401,2.36521,22.5303,2.332,544.243,29.951,4.99275,,,,,,,,,,,,,,,,,,,,
2002.75,,,,,,,,,,,4.25,,,,,,,,,,,,,,,,,,
2002.79,155.837,16.0385,16.735,2.40501,23.1328,2.4905,544.435,29.492,5.02375,,,,,,,,,,,,,,,,,,,,
2002.79163,,,,,,,,,,,,0.21813,,,,,,,,,,,,,,,,,
2002.79163,,,,,,,,,,,,,72.9384,,,,,,,,,,,,,,,,
2002.875,,,,,,,,,,,,0.22215,,,,,,,,,,,,,,,,,
2002.875,,,,,,,,,,,,,72.99928,,,,,,,,,,,,,,,,
2002.88,156.113,16.2517,16.8486,2.40809,23.4955,2.637,544.638,29.087,5.03775,,,,,,,,,,,,,,,,,,,,
2002.92,,,,,,,,,,,4.27,,,,,,,,,,,,,,,,,,
2002.95825,,,,,,,,,,,,0.22601,,,,,,,,,,,,,,,,,
2002.95825,,,,,,,,,,,,,73.06049,,,,,,,,,,,,,,,,
2002.96,156.042,16.3165,16.981,2.40921,23.6593,2.767,544.526,28.705,5.0605,,,,,,,,,,,,,,,,,,,,
2003.04,155.902,16.2787,17.16,2.43975,23.854,2.736,544.588,28.376,5.06825,,,,,,,,,,,,,,,,,,,,
2003.04163,,,,,,,,,,,,0.22977,,,,,,,,,,,,,,,,,
2003.04163,,,,,,,,,,,,,73.14217,,,,,,,,,,,,,,,,
2003.08,,,,,,,,,,,4.27,,,,,,,,,,,,,,,,,,
2003.12,156.038,16.3053,17.2562,2.46565,23.9242,2.6895,544.241,28.024,5.08925,,,,,,,,,,,,,,,,,,,,
2003.125,,,,,,,,,,,,0.23354,,,,,,,,,,,,,,,,,
2003.125,,,,,,,,,,,,,73.24229,,,,,,,,,,,,,,,,
2003.20825,,,,,,,,,,,,0.23717,,,,,,,,,,,,,,,,,
2003.20825,,,,,,,,,,,,,73.33467,,,,,,,,,,,,,,,,
2003.21,156.558,16.3965,17.47,2.539,24.339,2.8165,544.377,27.595,5.10675,,,,,,,,,,,,,,,,,,,,
2003.25,,,,,,,,,,,4.27,,,,,,,,,,,,,,,,,,
2003.29,156.959,16.502,17.16,2.627,24.709,2.967,544.279,27.177,5.127,,,,,,,,,,,,,,,,,,,,
2003.29163,,,,,,,,,,,,0.24063,,,,,,,,,,,,,,,,,
2003.29163,,,,,,,,,,,,,73.38951,,,,,,,,,,,,,,,,
2003.375,,,,,,,,,,,,0.24363,,,,,,,,,,,,,,,,,
2003.375,,,,,,,,,,,,,73.4241,,,,,,,,,,,,,,,,
2003.38,157.511,16.5947,17.68,2.68825,25.0585,2.944,544.066,26.863,5.1325,,,,,,,,,,,,,,,,,,,,
2003.42,,,,,,,,,,,4.27,,,,,,,,,,,,,,,,,,
2003.45825,,,,,,,,,,,,0.24675,,,,,,,,,,,,,,,,,
2003.45825,,,,,,,,,,,,,73.47128,,,,,,,,,,,,,,,,
2003.46,158.539,16.6735,17.7221,2.72961,25.4835,2.9415,543.8,26.577,5.15225,,,,,,,,,,,,,,,,,,,,
2003.54,158.971,16.6792,17.828,2.79407,25.7957,2.9165,544.021,26.056,5.17425,,,,,,,,,,,,,,,,,,,,
2003.54163,,,,,,,,,,,,0.24959,,,,,,,,,,,,,,,,,
2003.54163,,,,,,,,,,,,,73.5033,,,,,,,,,,,,,,,,
2003.58,,,,,,,,,,,4.27,,,,,,,,,,,,,,,,,,
2003.62,159.445,16.821,17.8498,2.83769,26.3165,2.769,544.061,25.493,5.197,,,,,,,,,,,,,,,,,,,,
2003.625,,,,,,,,,,,,0.25322,,,,,,,,,,,,,,,,,
2003.625,,,,,,,,,,,,,73.53746,,,,,,,,,,,,,,,,
2003.70825,,,,,,,,,,,,0.25785,,,,,,,,,,,,,,,,,
2003.70825,,,,,,,,,,,,,73.60459,,,,,,,,,,,,,,,,
2003.71,159.578,16.9303,17.64,2.8675,26.644,2.7495,544.164,25.125,5.22625,,,,,,,,,,,,,,,,,,,,
2003.75,,,,,,,,,,,4.29,,,,,,,,,,,,,,,,,,
2003.79,160.485,17.089,17.74,3.026,27.3027,2.928,544.329,24.77,5.24025,,,,,,,,,,,,,,,,,,,,
2003.79163,,,,,,,,,,,,0.26299,,,,,,,,,,,,,,,,,
2003.79163,,,,,,,,,,,,,73.67432,,,,,,,,,,,,,,,,
2003.875,,,,,,,,,,,,0.26808,,,,,,,,,,,,,,,,,
2003.875,,,,,,,,,,,,,73.7409,,,,,,,,,,,,,,,,
2003.88,161.155,17.2722,17.54,2.93038,27.9888,3.159,544.399,24.354,5.25375,,,,,,,,,,,,,,,,,,,,
2003.92,,,,,,,,,,,4.28,,,,,,,,,,,,,,,,,,
2003.95825,,,,,,,,,,,,0.27302,,,,,,,,,,,,,,,,,
2003.95825,,,,,,,,,,,,,73.80763,,,,,,,,,,,,,,,,
2003.96,160.746,17.1997,17.49,2.99425,28.0532,3.1865,544.676,24.066,5.276,,,,,,,,,,,,,,,,,,,,
2004.04163,,,,,,,,,,,,0.27785,,,,,,,,,,,,,,,,,
2004.04163,,,,,,,,,,,,,73.89354,,,,,,,,,,,,,,,,
2004.042,160.547,17.191,18.04,3.156,28.15,2.919,544.668,23.727,5.268,3.546,,,,,,,,,,,,,,,,,,,
2004.08,,,,,,,,,,,4.29,,,,,,,,,,,,,,,,,,
2004.125,160.703,17.198,18.3257,3.165,28.122,2.894,544.463,23.424,5.286,3.557,,,,,,,,,,,,,,,,,,,
2004.125,,,,,,,,,,,,0.28265,,,,,,,,,,,,,,,,,
2004.125,,,,,,,,,,,,,73.99738,,,,,,,,,,,,,,,,
