"Figure 2. Surface Water Temperatures of the Great Lakes, 1995-2015",,,,,,,,,,,,,,,,
Source: EPA's Climate Change Indicators in the United States: www.epa.gov/climate-indicators,,,,,,,,,,,,,,,,
"Data source: NOAA, 2016",,,,,,,,,,,,,,,,
Web update: August 2016,,,,,,,,,,,,,,,,
Units: °F,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Year,Lake Erie,Lake Huron,Lake Michigan,Lake Ontario,Lake Superior,Julian Day,"Lake Erie, 2006-2015","Lake Huron, 2006-2015","Lake Michigan, 2006-2015","Lake Ontario, 2006-2015","Lake Superior, 2006-2015","Lake Erie, 1995-2004","Lake Huron, 1995-2004","Lake Michigan, 1995-2004","Lake Ontario, 1995-2004","Lake Superior, 1995-2004"
,,,,,,337,44.9978,43.502,43.871,44.6252,41.0864,46.3424,44.4866,44.8358,44.636,41.5616
,,,,,,338,44.6144,43.2392,43.6658,44.2742,40.9424,45.6368,44.2598,43.5992,42.998,40.4024
,,,,,,339,44.3048,43.0178,43.4318,44.0582,40.8218,44.3642,43.3868,43.4696,42.7208,40.2872
,,,,,,340,44.0258,42.8558,43.2032,43.9142,40.6868,44.0492,43.2572,43.331,42.7856,40.2494
,,,,,,341,43.7594,42.6776,42.998,43.7954,40.46,43.6532,42.9278,43.2896,42.6128,40.1972
,,,,,,342,43.4732,42.494,42.7712,43.5668,40.334,43.6856,42.6074,43.1564,43.3346,40.064
,,,,,,343,42.854,42.1844,42.4724,43.3616,40.1702,43.6316,42.629,42.962,43.2878,40.0136
,,,,,,344,42.5282,41.9828,42.1556,43.1852,40.0406,43.3526,42.4922,42.9224,43.1042,39.902
,,,,,,345,42.1772,41.8244,41.9864,43.0466,39.9416,43.1636,42.3212,42.7766,42.5156,40.0244
,,,,,,346,42.008,41.6804,41.9378,42.7856,39.8678,43.1042,42.35,42.7568,42.6722,40.0478
,,,,,,347,41.837,41.567,41.8514,42.728,39.7706,42.872,42.2366,42.3734,42.1358,40.0928
,,,,,,348,41.639,41.432,41.729,42.6542,39.6338,42.7424,42.0854,42.2996,41.8874,39.6752
,,,,,,349,41.4032,41.1674,41.5472,42.4652,39.4448,42.152,41.846,41.8964,41.9162,39.8768
,,,,,,350,41.1368,40.9334,41.3204,42.2888,39.3476,41.9558,41.5328,41.6534,41.3384,39.731
,,,,,,351,40.8866,40.739,41.1728,42.0674,39.173,41.3852,41.6228,41.5562,41.6282,39.7634
,,,,,,352,40.6544,40.6274,41.0792,41.9324,39.1082,40.7354,41.6426,41.7398,41.3852,39.7976
,,,,,,353,40.523,40.5608,41.0144,41.8766,39.0506,40.7642,41.567,41.7254,41.4536,39.7598
,,,,,,354,40.361,40.4474,40.874,41.756,38.948,40.334,41.5346,41.6966,41.459,39.7526
,,,,,,355,40.001,40.3196,40.7786,41.6588,38.8814,40.3484,41.4518,41.5292,41.216,39.5528
,,,,,,356,39.8606,40.2422,40.667,41.5652,38.8166,40.172,41.4068,41.3744,41.1422,39.5096
,,,,,,357,39.7346,40.1126,40.5644,41.477,38.7662,40.1432,41.3258,41.117,41.1224,39.1262
,,,,,,358,39.6482,40.0532,40.4906,41.3978,38.7086,40.082,41.2448,40.8434,40.8542,39.1262
,,,,,,359,39.5456,39.9128,40.3988,41.2916,38.6564,39.6968,41.1854,40.8362,40.8218,38.9696
,,,,,,360,39.4376,39.7166,40.2566,41.171,38.5358,39.3998,41.0432,40.6418,40.4798,38.8652
,,,,,,361,39.164,39.5708,40.1378,40.9982,38.462,39.0956,40.829,40.6508,40.3088,38.8292
,,,,,,362,38.9876,39.4412,40.0532,40.9046,38.4008,38.9408,40.532,40.5716,40.4348,38.5754
,,,,,,363,38.7914,39.3296,39.9308,40.802,38.3234,38.6438,40.3592,40.5122,40.244,38.4548
,,,,,,364,38.6042,39.1784,39.8408,40.631,38.2622,38.0228,40.3142,40.343,40.1756,38.0912
,,,,,,365,38.5106,38.93,39.7112,40.4852,38.1254,37.9976,40.208,40.1486,39.9722,38.1146
,,,,,,366,37.895,38.354,39.533,40.154,38.102,39.71,41.36,41.054,40.37,38.456
