"Figure 4. Change in Unusually Hot Temperatures in the Contiguous 48 States, 1948-2015",,,
Source: EPA's Climate Change Indicators in the United States: www.epa.gov/climate-indicators,,,
"Data source: NOAA, 2016",,,
Web update: August 2016,,,
Units: Change in number of days hotter than 95th percentile,,,
,,,
State,Lat,Long,Change in 95 percent Days
OR,45.4486,-122.1547,0
OR,45.3653,-119.5639,11.99872123
OR,45.8289,-119.2636,-7.318507003
OR,45.6847,-121.5175,8.067774936
OR,42.2008,-121.7814,23.95944203
OR,42.2414,-120.3678,15.34870439
OR,43.265,-118.8447,-23.47851861
OR,44.1792,-122.1164,0
OR,45.2214,-123.1622,0
OR,45.9428,-118.4089,0
OR,45.4825,-120.7236,0
OR,42.6922,-120.5403,0
OR,45.4756,-118.8253,0
OR,44.3022,-120.8081,0
OR,42.7342,-122.5164,0
OR,42.9506,-123.3572,17.03964194
OR,45.1219,-122.07,0
OR,45.4539,-123.8519,0
OR,45.2081,-117.8758,11.27923387
OR,43.9814,-117.2439,-11.97004876
OR,45.5722,-117.5314,14.5747037
PA,39.9353,-77.6394,0
PA,41.4003,-79.8306,0
PA,41.8511,-75.8583,0
PA,41.0172,-80.3614,0
PA,41.7394,-75.4464,0
PA,41.4197,-78.7492,-16.4258312
PA,40.7933,-77.8672,-7.299232737
PA,41.0125,-75.1906,0
PA,41.7511,-76.4431,0
PA,39.915,-79.7192,0
PA,41.8467,-79.1494,-9.16112532
PA,41.7003,-77.3894,0
PA,39.9708,-75.635,0
PA,39.9167,-76.75,0
RI,41.4903,-71.5431,22.10613811
SC,33.4925,-81.6958,20.1
SC,34.5283,-82.6606,0
SC,32.3953,-80.6956,0
SC,33.3631,-81.3292,19.13802309
SC,34.0906,-82.5883,0
SC,34.2428,-80.6564,-37.5440061
SC,34.7319,-79.8833,-16.78132992
SC,34.6603,-82.8236,0
SC,33.9831,-81.0167,31.40025575
SC,33.8314,-79.0558,-8.414438503
SC,34.3011,-79.8767,0
SC,33.3619,-79.2239,0
SC,34.1997,-82.1711,0
SC,34.5367,-80.5972,0
SC,33.6775,-79.8283,0
SC,34.4989,-82.0219,0
SC,34.1942,-81.415,-27.09974425
SC,34.2978,-81.6236,0
SC,33.4886,-80.8733,0
SC,33.9978,-81.7747,0
SC,34.635,-81.5206,0
SC,33.0367,-80.2325,0
SC,33.9364,-80.3569,-13.30179028
SC,34.7544,-83.075,0
SC,34.3739,-81.0928,0
SC,34.9381,-81.0317,0
SC,32.6803,-80.8419,14.39258312
SD,43.4892,-99.0631,-10.47826087
SD,43.6514,-97.7847,-10.24424552
SD,43.3056,-96.5917,-25.683858
SD,44.8817,-97.7325,-13.36011905
SD,43.9611,-101.8606,0
SD,45.0469,-101.605,0
SD,45.7644,-99.6353,-10.40537084
SD,45.0364,-99.1342,-10.5
SD,44.0686,-98.0833,0
SD,44.0569,-99.0719,0
SD,44.5222,-99.455,-8.475703325
SD,43.4378,-103.4739,0
SD,44.0122,-97.5242,-19.01023018
SD,43.9072,-99.8628,0
SD,45.155,-98.5825,-18.2934469
SD,43.2358,-97.5714,-12.47442455
SD,45.2836,-96.6689,-10.62815341
SD,43.8894,-100.7078,0
SD,44.4419,-100.4175,-12.07426222
SD,44.115,-103.2828,-11.56684492
SD,42.7625,-96.9194,-9.066515344
SD,43.4978,-100.4794,-14.70273503
TN,36.5472,-87.3353,0
TN,34.9939,-84.3758,-22.53338574
TN,35.5497,-89.7,0
TN,36.0147,-85.1314,0
TN,36.075,-87.3958,-26.36189258
TN,36.4819,-87.8628,-17.34398977
TN,35.6214,-88.8456,0
TN,35.4139,-86.8086,12.57672634
TN,35.6722,-85.7811,0
TN,35.9203,-86.3728,0
TN,35.9833,-83.2008,-23.68542199
TN,36.4161,-82.9839,-21.31457801
TN,35.3453,-86.2089,0
TN,36.3925,-89.0317,0
TN,35.3042,-87.7592,-12.14705882
TX,32.7047,-99.3011,-21.63682864
TX,27.7283,-98.0678,0
TX,30.3764,-103.66,19.67696231
TX,31.7414,-99.9764,0
TX,30.9844,-103.7403,-16.30263772
TX,28.4575,-97.7061,0
TX,30.1061,-98.4286,-16.16368286
TX,29.7986,-98.7353,0
TX,30.1592,-96.3972,-13.2455243
TX,31.7383,-98.9456,11.95396419
TX,33.6164,-95.0717,0
TX,32.1225,-96.4867,-13.25575448
TX,33.6517,-101.245,0
TX,29.0567,-96.2319,0
TX,32.0628,-98.3047,0
TX,28.7569,-100.4792,-14.16442308
TX,27.9775,-99.3847,-12.8544194
TX,27.1353,-98.1203,0
TX,29.6339,-97.0644,0
TX,30.9072,-102.9153,0
TX,33.1678,-96.0983,0
TX,29.4706,-96.9397,-21.33183357
TX,33.1578,-99.7456,0
TX,31.0717,-98.1847,-14.31656469
TX,30.0592,-94.795,-17.0511509
TX,30.7425,-98.6542,0
TX,29.6756,-97.6578,0
TX,32.5403,-94.3508,0
TX,31.1331,-102.2217,0
TX,31.6181,-96.4497,0
TX,35.6936,-100.6392,0
TX,34.2192,-102.7328,0
TX,29.7192,-98.1189,-35.37165775
TX,33.6744,-95.5586,0
TX,31.4167,-103.5,-31.49795099
TX,34.1892,-101.7022,0
TX,34.2761,-99.7578,-16.75034088
TX,26.3769,-98.8117,0
TX,32.7131,-102.6597,0
TX,32.71,-100.9111,-19.56265985
TX,36.3372,-102.0753,0
TX,31.0781,-97.3183,-26.77453219
TX,32.7483,-97.77,-21.10230179
UT,37.4403,-112.4819,14.33887468
UT,37.6131,-109.4847,16.26512841
UT,37.2825,-109.5575,0
UT,41.5481,-112.1106,-22.91767556
UT,39.2872,-112.6519,14.63682864
UT,40.1678,-110.395,-14.11523757
UT,37.7686,-111.5978,32.77578743
UT,41.0222,-111.9353,0
UT,38.9664,-112.3278,-25.00767263
UT,40.2842,-109.8611,14.47442455
UT,38.9906,-110.1544,0
UT,40.4917,-111.4261,23.71062063
UT,37.0286,-112.5367,0
UT,41.825,-111.3208,0
UT,39.5608,-111.8653,0
UT,41.7456,-111.8033,11.24808184
UT,39.2583,-111.6306,-9.210997442
UT,38.4486,-112.2275,0
UT,38.5744,-109.5458,0
UT,41.0428,-111.6722,9.553021978
UT,39.7122,-111.8319,-23.40025575
UT,41.2439,-111.9467,0
UT,37.8156,-112.4386,20.85574387
UT,37.8622,-112.8292,17.84879234
UT,38.7619,-112.0775,0
UT,37.1069,-113.5611,0
UT,39.2453,-112.1067,12.56993079
UT,40.5453,-111.5042,24.16065045
UT,40.0797,-111.6044,0
UT,40.5278,-112.2975,38.23657289
UT,40.3603,-111.8972,11.81601483
UT,40.4269,-109.5531,0
UT,41.525,-111.1494,17.09590793
UT,37.2092,-112.9814,11.72250639
VT,43.3847,-72.5989,0
VT,43.9833,-72.45,-15.53018014
VT,43.9572,-73.2106,-8.745083236
VT,44.9094,-72.8083,-8.185175071
VT,44.42,-72.0194,-13.33631714
VA,37.2017,-80.4133,0
VA,37.0925,-81.3358,0
VA,38.0328,-78.5225,0
VA,38.4547,-78.9353,0
VA,36.5869,-79.3886,0
VA,37.3264,-78.3864,0
VA,37.2992,-77.2775,0
VA,37.9969,-79.8317,0
VA,37.7767,-79.4386,0
VA,39.0878,-77.6928,-9.011508951
VA,36.7381,-82.9967,0
VA,38.2322,-78.1203,-11.36828645
VA,36.9769,-79.8961,0
VA,38.1692,-79.0844,-13.27365729
VA,37.3017,-76.7039,0
VA,38.8969,-78.4678,-11.50383632
WA,46.9658,-123.8292,-7.092071611
WA,48.9775,-122.7928,-12.98965574
WA,47.1694,-122.0036,8.954807692
WA,47.4144,-121.7561,-7.506393862
WA,46.72,-122.9528,0
WA,48.9672,-122.3292,0
WA,47.1889,-120.9131,-7.198347913
WA,48.5558,-119.7492,7.7129559
WA,47.6575,-118.1614,0
WA,46.3153,-118.0022,0
WA,46.9692,-120.54,0
WA,47.9753,-122.195,13.9488491
WA,47.9558,-124.3539,0
WA,46.2111,-119.1011,8.228900256
WA,46.1506,-122.9164,5.867007673
WA,47.1358,-122.2558,0
WA,48.8742,-117.8667,-10.65218834
WA,47.3328,-118.6944,0
WA,48.6117,-122.8064,14.47570332
WA,46.4672,-117.5883,0
WA,48.1139,-123.4317,0
WA,48.1161,-122.7586,0
WA,46.7603,-117.1861,13.07204368
WA,47.1178,-118.3722,0
WA,47.0933,-117.5878,0
WA,48.4958,-122.2355,0
WA,47.5414,-121.8361,0
WA,48.3508,-120.7264,19.21475912
WA,46.3236,-120.0103,0
WA,45.6778,-122.6511,0
WA,47.6497,-120.08,8.395140665
WA,47.4289,-120.31,10.72762148
WA,47.7681,-118.7239,9.113810742
WA,48.4742,-120.1886,0
WV,38.9803,-80.22,0
WV,38.9339,-80.8325,0
WV,37.8564,-80.4042,0
WV,39.1031,-79.6658,-10.48774615
WV,37.5742,-81.5356,-32.14973262
WV,38.8008,-81.3583,0
WV,38.5278,-81.9153,0
WI,46.5831,-90.9678,0
WI,42.6181,-89.3861,-8.595907928
WI,42.6781,-90.1064,0
WI,43.7953,-88.4533,-18.89897698
WI,44.1186,-89.5358,-11.07672634
WI,42.8278,-90.7889,-18.47826087
WI,44.0869,-87.6522,0
WI,44.6411,-90.1333,0
WI,45.1308,-90.3439,0
WI,43.0719,-88.0294,0
WI,45.8864,-89.7322,0
WI,44.5378,-90.535,-10.83759591
WI,44.3589,-88.7189,-16.40940308
WI,44.8919,-87.955,-14.79028133
WI,44.0206,-88.5581,0
WI,43.5278,-89.4342,0
WI,43.0514,-91.135,-19.58695652
WI,42.7022,-87.7861,-21.27792293
WI,45.8236,-91.8761,0
WI,44.9528,-90.9269,-10.78562697
WI,43.5594,-90.8761,-17.62659847
WI,43.1742,-88.7364,-17.73529412
WY,43.7728,-111.0339,0
WY,44.38,-108.035,0
WY,41.7594,-104.8222,0
WY,44.5147,-109.045,0
WY,44.8711,-104.1533,0
WY,43.2281,-108.9489,0
WY,43.5397,-109.6553,0
WY,41.265,-110.9508,-9.387202569
WY,41.5167,-109.4703,0
WY,44.5619,-110.3986,8.211210774
WY,42.7506,-104.4811,-11.82885976
WY,43.4131,-106.2772,-13.71231142
WY,43.8567,-110.5889,15.49488491
WY,43.8497,-104.1886,14.54347826
WY,43.2458,-108.6942,0
WY,42.8747,-109.8592,0
WY,43.0308,-108.3742,0
WY,41.4528,-106.8053,0
WY,44.8406,-106.8383,0
WY,42.0803,-104.2236,0
WY,42.1106,-104.9492,0
WY,44.0108,-107.9686,14.77493606
WY,44.9767,-110.6964,9.040920716
GA,32.13,-81.21,0
SC,34.8831,-82.2203,22.25770037
OK,36.7683,-96.0261,0
NY,42.1997,-75.985,0
FL,26.585,-81.8614,16.47628872
FL,24.555,-81.7522,0
TX,29.5442,-98.4839,15.14194373
TX,27.7839,-97.5108,23.21611253
LA,29.9167,-90.1303,31.90792839
NC,35.3444,-77.9647,0
NJ,39.3792,-74.4242,0
WV,39.4019,-77.9844,0
VA,36.9033,-76.1922,0
SC,32.78,-79.9319,0
AL,34.7442,-87.5997,0
FL,30.4781,-87.1869,0
LA,30.5372,-91.1469,0
LA,30.205,-91.9875,0
KS,37.155,-98.0283,0
NY,42.9486,-78.7369,-8.113810742
NY,42.7431,-73.8092,0
PA,40.6508,-75.4492,0
VT,44.4683,-73.15,0
NY,44.5772,-75.1097,0
NY,41.6267,-73.8842,0
ME,43.6497,-70.3003,0
RI,41.7219,-71.4325,8.960358056
NY,43.1167,-77.6767,-10.85805627
NY,43.1111,-76.1039,0
PA,41.2433,-76.9217,0
MI,42.6083,-82.8183,0
PA,42.08,-80.1825,0
MN,44.8831,-93.2289,0
ND,48.9711,-97.2417,-14.31074169
SD,45.4558,-98.4131,-14.23913043
SD,44.9047,-97.1494,-9.50511509
NM,33.3075,-104.5083,17.54067025
TX,31.8111,-106.3758,12.51023018
NM,36.4486,-103.1539,22.02803447
UT,38.3706,-110.7153,24.78848906
UT,37.7981,-113.9256,0
CA,34.7675,-114.6189,11.34398977
NV,39.4839,-119.7711,16.72122762
WY,41.1519,-104.8061,11.60102302
WY,41.3119,-105.6747,7.492327366
SD,44.3814,-100.2856,0
WY,41.5944,-109.0528,12.21494268
MT,46.4267,-105.8825,0
NV,40.6117,-116.8917,21.81329923
NV,40.8289,-115.7886,0
NV,40.9017,-117.8081,9.827365729
OR,44.8428,-117.8086,6.003836317
MT,48.6033,-112.3753,8.988491049
MT,47.4733,-111.3822,9.754475703
MT,46.6056,-111.9636,17.59335038
ID,46.3747,-117.0156,10.48081841
ID,42.1492,-112.2872,0
WA,47.6217,-117.5281,0
WA,46.0947,-118.2869,0
UT,40.7206,-114.0358,0
CA,40.8097,-124.1603,23.77365729
OR,43.4133,-124.2436,13.70971867
OR,44.6431,-124.0556,0
CA,36.78,-119.7194,9.210997442
NC,35.2325,-75.6219,14.88410286
FL,30.3975,-84.3289,29.45907928
AL,33.2119,-87.6161,0
KY,36.9647,-86.4239,0
OK,34.9894,-99.0525,0
MT,48.2138,-106.6213,0
OR,46.1569,-123.8825,0
NY,40.7789,-73.9692,0
NY,43.145,-75.3839,0
MN,46.9006,-95.0678,0
