Figure 2. Global Atmospheric Concentrations of Methane Over Time,,,,,
Source: EPA's Climate Change Indicators in the United States: www.epa.gov/climate-indicators,,,,,
Data source: Compilation of five underlying datasets,,,,,
Web update: August 2016,,,,,
Units: parts per billion (ppb) of methane,,,,,
,,,,,
Year (negative values = BC),"EPICA Dome C,  Antarctica","Law Dome, Antarctica","Cape Grim, Australia","Mauna Loa, Hawaii","Shetland Islands, Scotland"
Ice Core Measurements,,,,,
-32718.2,489,,,,
-32627.5,457,,,,
-32580.7,447.05,,,,
-32387.2,428,,,,
-32234.8,430,,,,
-32129.2,430.075,,,,
-32095.8,420.4,,,,
-31906.6,419,,,,
-31859.5,415.4,,,,
-31784.6,425.9,,,,
-31737.9,478.7,,,,
-31530.2,460.9,,,,
-31298.4,444.3,,,,
-31251.8,443.3,,,,
-31198.4,439.6,,,,
-31110,427.65,,,,
-31076.2,423.5,,,,
-30953.8,432,,,,
-30863.6,414.5,,,,
-30817.7,404,,,,
-30694.6,404.6,,,,
-30637.6,410.4,,,,
-30464.5,409.15,,,,
-30419.9,451.9,,,,
-30303.6,430.625,,,,
-30213,470.8,,,,
-30119.4,457.4,,,,
-29945.2,440.9,,,,
-29842.9,421.625,,,,
-29805.9,426.5,,,,
-29453.9,412,,,,
-29247.6,404.425,,,,
-29024.4,391.7,,,,
-28810.6,408.475,,,,
-28668.2,409.7,,,,
-28197.8,392.375,,,,
-28029.6,399.3,,,,
-27751,391,,,,
-27368.7,367.7,,,,
-27140.9,388.3,,,,
-26813.5,443.875,,,,
-26552,414,,,,
-26335.5,402.375,,,,
-26185.6,399,,,,
-25945.7,381.925,,,,
-25729.9,426.3,,,,
-25553.5,406.3,,,,
-25385.9,395.85,,,,
-25123.9,386.2,,,,
-24968,387,,,,
-24681.1,396.3,,,,
-24039.6,364.125,,,,
-23874.4,355,,,,
-23649.1,365,,,,
-23379.2,369.7,,,,
-22977.4,372.475,,,,
-22771.1,388.7,,,,
-22565.5,372.7,,,,
-22349,360,,,,
-22134.1,375.1,,,,
-21938.1,398,,,,
-21797.4,386.475,,,,
-21522.2,389.7,,,,
-21328.7,389.75,,,,
-21179.6,390,,,,
-20945,384.65,,,,
-20767.9,407.3,,,,
-20035.6,355.3,,,,
-19836.3,357.3,,,,
-19519.5,357,,,,
-19267.6,353.7,,,,
-19004.1,364.8082455,,,,
-18757.8,378.3,,,,
-18518.6,366.7327831,,,,
-18515.5,383.75,,,,
-18174.3,375.3,,,,
-18013.4,373.7419869,,,,
-17742.9,351.3,,,,
-17730,356.3,,,,
-17529,377,,,,
-17500.7,358.0826297,,,,
-17366.5,365.7,,,,
-16940.4,378.7,,,,
-16923.3,372.7418456,,,,
-16568.7,371,,,,
-16558,378.336,,,,
-16540.1,370.9,,,,
-16306.2,375.3,,,,
-15973.3,371.3,,,,
-15958.7,377.2381364,,,,
-15838.8,366.3,,,,
-15592.7,383.7,,,,
-15580.8,366.152,,,,
-15555.7,375.4,,,,
-15366.4,371.3,,,,
-15124.6,388.8398486,,,,
-15095.8,395.4,,,,
-14882.5,381.3,,,,
-14876.1,408.3,,,,
-14667.1,404.1524256,,,,
-14654.3,409.2,,,,
-14480,404.7,,,,
-14292.5,427.3,,,,
-14263.3,423.7,,,,
-14110.3,418.7,,,,
-13920,473.3,,,,
-13915.1,438.4386673,,,,
-13894.1,441.2,,,,
-13605,456,,,,
-13595.2,441.3803499,,,,
-13442.8,451.7,,,,
-13266.7,451,,,,
-13252.6,463.0097119,,,,
-13016.2,475.7,,,,
-12919.7,469.8641497,,,,
-12760.9,459.3,,,,
-12604.6,468.6689331,,,,
-12596.8,469.6166667,,,,
-12584.5,461,,,,
-12361.7,476.0199447,,,,
-12339.1,464.7,,,,
-12059.8,568.8756288,,,,
-12001,596.8829014,,,,
-11991.8,578.3,,,,
-11821.4,611.7,,,,
-11696,630,,,,
-11687.3,623.2599844,,,,
-11674.6,618.6,,,,
-11547.3,613,,,,
-11477.9,618.7,,,,
-11468.2,624.8581951,,,,
-11406.1,628.4335,,,,
-11305.2,645.7,,,,
-11128.6,653.3,,,,
-11119.8,670.4033836,,,,
-10959.7,661.7,,,,
-10933.8,661.4955,,,,
-10797.3,646,,,,
-10785.5,610.4635896,,,,
-10654.9,643.3,,,,
-10534.8,627,,,,
-10526.8,650.993563,,,,
-10387.5,542,,,,
-10143.5,478.5904994,,,,
-10088.8,466.7,,,,
-10083,480.2567037,,,,
-9971.2,462.3,,,,
-9858.3,482.7,,,,
-9848.3,462.0160152,,,,
-9766.6,477.3,,,,
-9674.6,467.7,,,,
-9660.3,488.431719,,,,
-9459.9,469,,,,
-9382.6,559,,,,
-9374.9,643.4884398,,,,
-9266.2,664.7,,,,
-9180.1,654.3,,,,
-9173.6,652.519,,,,
-9127.8,633.3,,,,
-9116.4,650.4022932,,,,
-8974.5,703,,,,
-8921.6,679.2116836,,,,
-8867.5,673.3,,,,
-8861.6,693.5484963,,,,
-8757.1,680.7,,,,
-8708.7,684.5189354,,,,
-8661.9,666,,,,
-8654.3,671.3971893,,,,
-8567.5,652,,,,
-8528.2,668.6787834,,,,
-8459,661.3,,,,
-8443.6,672.163994,,,,
-8323.5,688,,,,
-8302.5,682.4566084,,,,
-8253.7,678,,,,
-8241.6,694.2864599,,,,
-8147.7,698,,,,
-8086.2,717.0515,,,,
-8011.5,678,,,,
-7932.1,685,,,,
-7885,674.6233881,,,,
-7850.9,682.3,,,,
-7844.2,669.5888899,,,,
-7768.8,673.840889,,,,
-7749.5,676.3,,,,
-7689.8,693.0557214,,,,
-7641.6,683.3,,,,
-7636.6,688.95,,,,
-7583,685.4014167,,,,
-7559.5,682.3,,,,
-7509.5,675.3505458,,,,
-7441.2,676.3347122,,,,
-7361.8,673.7,,,,
-7355,670.9140778,,,,
-7331.4,675.0227138,,,,
-7257.3,663.3,,,,
-7198.8,666.430382,,,,
-7185.4,665,,,,
-7183.6,664.0419989,,,,
-7134.8,664.7,,,,
-7130.8,671.35,,,,
-7070.1,663.5094977,,,,
-7010.9,670.7,,,,
-6955.7,647.6441176,,,,
-6891.6,657.3,,,,
-6881.5,673.7165,,,,
-6821.2,657.5,,,,
-6813.9,676.1815996,,,,
-6758.1,675.4418396,,,,
-6697.6,659,,,,
-6693.9,670.74,,,,
-6599.3,657.3,,,,
-6572.8,661.5987688,,,,
-6502,653.7,,,,
-6485.4,654.1022348,,,,
-6427.8,659.7,,,,
-6420.7,648.0380811,,,,
-6381,664.5976184,,,,
-6323.2,649.3,,,,
-6319.4,647.171,,,,
-6251.6,659.5559579,,,,
-6221.2,640.7,,,,
-6205.2,641.85,,,,
-6158.4,640.3333333,,,,
-6139.3,651,,,,
-6117.7,623.9108336,,,,
-6115.7,632.6666667,,,,
-6103,626.4409586,,,,
-6088.6,605.7,,,,
-6062.1,632.3333333,,,,
-6035.4,659.97201,,,,
-6006.6,624.3,,,,
-5962.8,613.0637808,,,,
-5941.8,589,,,,
-5924,612.3333333,,,,
-5921,600.0956824,,,,
-5906.6,597.7,,,,
-5891.3,620,,,,
-5873.3,613.6666667,,,,
-5828.2,612.4652947,,,,
-5818.8,610.7,,,,
-5811.5,619.5308021,,,,
-5772.8,617.9202967,,,,
-5754,623.3333333,,,,
-5738.2,619.5719928,,,,
-5719.5,623,,,,
-5709.9,619.0693297,,,,
-5666.3,619.9539491,,,,
-5622.6,622.7,,,,
-5593.5,616.5103982,,,,
-5573.2,617,,,,
-5547.5,609.7,,,,
-5546.4,625.2244872,,,,
-5479.5,617.44583,,,,
-5458.4,602.443527,,,,
-5455.4,611.7,,,,
-5360.4,623.1917464,,,,
-5338.7,601.7,,,,
-5303.2,618.226687,,,,
-5259.4,618.3,,,,
-5177.4,622.5149715,,,,
-5155.9,607.3,,,,
-5154.9,612.446,,,,
-5069.7,609.7,,,,
-5065.6,631.0443895,,,,
-5010.5,613.5436639,,,,
-4973.5,607,,,,
-4951.2,632.5764859,,,,
-4866.6,605.3,,,,
-4787.9,607.9864841,,,,
-4758.7,603.3,,,,
-4757.6,635.9298692,,,,
-4740.9,603.6,,,,
-4686.7,606.5437038,,,,
-4659.7,595.3,,,,
-4656.8,601.4185,,,,
-4648.4,599,,,,
-4591.8,601.6308641,,,,
-4552.8,601.5953347,,,,
-4502.9,616.8977809,,,,
-4453.6,587.7,,,,
-4434.7,587.1366406,,,,
-4400.2,581.0495945,,,,
-4396.3,580,,,,
-4391.2,577.119004,,,,
-4354.3,591.9237093,,,,
-4313.5,583.1917793,,,,
-4306.5,577,,,,
-4301.6,590.127,,,,
-4165.6,589.8184557,,,,
-4108,596.6476978,,,,
-4083,581,,,,
-4079,597.1554737,,,,
-4072,591.7,,,,
-4043.2,602.4646452,,,,
-4039,564,,,,
-3964.7,584.4424811,,,,
-3920.2,569.9914556,,,,
-3884,575,,,,
-3762,586.1507089,,,,
-3734.4,584.3,,,,
-3706.9,581.4602016,,,,
-3703.2,569.7,,,,
-3700.5,577.6611797,,,,
-3693.2,571.3,,,,
-3647.9,591.1240422,,,,
-3606.5,568.3,,,,
-3599.6,563.4806102,,,,
-3575.9,580.6022905,,,,
-3523.7,579.5658932,,,,
-3508.2,566,,,,
-3468.1,570.1361675,,,,
-3413.6,565,,,,
-3387.1,576.801097,,,,
-3322.2,564.2,,,,
-3319.5,560.745267,,,,
-3271.3,573.7062461,,,,
-3206.2,558.3,,,,
-3199.1,552.665624,,,,
-3161.5,550.596,,,,
-3117.6,563,,,,
-3051.6,561,,,,
-2918.3,567.7,,,,
-2914.4,572.6807521,,,,
-2899,569.9,,,,
-2873,578.5428881,,,,
-2805.3,563.3,,,,
-2789.9,569.902,,,,
-2751.3,559.6650635,,,,
-2732.8,563,,,,
-2674.5,559.659818,,,,
-2639.3,579.7013541,,,,
-2600.8,559.5086695,,,,
-2546,580.0672454,,,,
-2523.5,561.7,,,,
-2520.6,582.4490752,,,,
-2510.6,568.1,,,,
-2489.5,569.8833134,,,,
-2415.9,569.7,,,,
-2406.8,583.993827,,,,
-2375.4,579.021,,,,
-2359.1,567.7,,,,
-2355.3,577.3,,,,
-2223.3,581.8659941,,,,
-2191.5,570.3,,,,
-2131.7,563,,,,
-2128.8,575.7,,,,
-2044.1,567.7,,,,
-2036.2,548.9266811,,,,
-2014.5,575.1261252,,,,
-1954.7,578.3925521,,,,
-1941.9,573.5,,,,
-1823.2,575.8749785,,,,
-1746.5,580.7,,,,
-1740.3,578,,,,
-1663.6,577.7,,,,
-1652.3,595.6684431,,,,
-1622.1,574.5989508,,,,
-1566.9,559.5379345,,,,
-1556.2,569.8,,,,
-1483.1,572.7,,,,
-1409.7,589.1519454,,,,
-1357.6,581.3,,,,
-1260.1,567.7,,,,
-1189.2,589.4574439,,,,
-1156.8,576,,,,
-1076.2,572.7,,,,
-1048.1,581.1818009,,,,
-927.3,577,,,,
-907.1,577.0200136,,,,
-850.1,578.3,,,,
-843.3,579.6288433,,,,
-784.8,582.517837,,,,
-773.6,587.9,,,,
-769.5,580,,,,
-766.5,590.3055,,,,
-674.1,586.3685968,,,,
-651.8,591.7,,,,
-568.8,590,,,,
-564.8,603,,,,
-531.8,578.8931934,,,,
-473.6,591.7,,,,
-463.6,604.4481798,,,,
-438.7,592.8089959,,,,
-375,597,,,,
-371,594.1057316,,,,
-359.2,594.7,,,,
-324.6,597.3161697,,,,
-257.8,601.7,,,,
-168.9,608.7,,,,
-164.9,594.286,,,,
-154.1,590.6,,,,
-94.8,603.7,,,,
-44.6,599.2280749,,,,
-1.3,605.4002909,,,,
43,613.3,,,,
157.1,613,,,,
175.6,617.6147798,,,,
223.6,623.0776819,,,,
232.8,614.5,,,,
272.7,623.4050771,,,,
321.4,623.3,,,,
330.4,610.2707956,,,,
399,630.437945,,,,
423.1,631.7,,,,
507.4,638.2916239,,,,
519.2,631.3,,,,
600.6,650.2330673,,,,
612.2,634.9288889,,,,
701.6,634.8718624,,,,
724.8,628.7,,,,
732.9,642.6591809,,,,
818.4,643.7,,,,
858.1,633.223011,,,,
912.8,634.7,,,,
1003.9,636.2143933,,,,
1008,,666,,,
1010.6,640.2,,,,
1048,,677.8,,,
1053.1,647.9198051,,,,
1080.7,647,,,,
1088.7,663.9678815,,,,
1098,,676.4,,,
1148,,685.9,,,
1198,,683.7,,,
1207.7,643.3,,,,
1214.1,679.5,,,,
1248,,660.9,,,
1272.2,668.9100188,,,,
1282.2,666.7,,,,
1329,,672.9,,,
1389,,677.6,,,
1396.5,680.389,,,,
1411.4,667.8,,,,
1416.6,669.6681366,,,,
1448,,681.5,,,
1467,,671.4,,,
1471.9,644.3,,,,
1491.1,670.1453219,,,,
1501,,693,,,
1529,,698.9,,,
1547,680.8545,,,,
1549,,704.3,,,
1568.2,684.3,,,,
1572,,684.8,,,
1591,,665.4,,,
1605.5,651.4369118,,,,
1606,,667.7,,,
1622,,679.4,,,
1649,,674.6,,,
1652.8,675.885861,,,,
1681,,692,,,
1691.9,679.3078377,,,,
1694,,676.1,,,
1722,,671.9,,,
1742.7,682.7,,,,
1747.9,695.6475972,,,,
1749,,692.9,,,
1751,,696.9,,,
1762,,703.1,,,
1765.7,726.8,,,,
1779,,714.4,,,
1796,,716.9,,,
1798,,728.5,,,
1798.8,710.4896326,,,,
1820.4,761.7,,,,
1824.3,784.47,,,,
1827,,755.8,,,
1834,,756.3,,,
1842,,766.9,,,
1847,,763.7,,,
1852,,785.5,,,
1856,,775.9,,,
1863,,789.9,,,
1871,,811.9,,,
1879,,822.3,,,
1884,,828.5,,,
1888,,833.6,,,
1893,,836.8,,,
1894,,852.3,,,
1900,,862.4,,,
1901,,868.4,,,
1907,,888.0333333,,,
1914,,921.6,,,
1917,,929.9,,,
1926,,990.05,,,
1928,,997,,,
1931,,1006.4,,,
1934,,1023.2,,,
1936,,1045.2,,,
1936.6,907,,,,
1938,,1053,,,
1940,,1059.9,,,
1941,,1058.95,,,
1942,,1069.1,,,
1944,,1082.5,,,
1946,,1081.8,,,
1950,,1103.3,,,
1955,,1142.933333,,,
1956,,1173.3,,,
1957,,1182.95,,,
1961,,1218.5,,,
1964,,1260.3,,,
1965,,1261.3,,,
1967,,1284.033333,,,
1970,,1351.7,,,
1971,,1357.2,,,
1972,,1380.1,,,
1973,,1385.8,,,
1974,,1421.5,,,
1975,,1420.4,,,
1977,,1458.1,,,
1980,,1479.5,,,
Direct Measurements,,,,,
1984,,,,1655.843333,
1985,,,1606.928333,1668.064167,
1986,,,1618.893333,1681.835,
1987,,,1631.685833,1693.105,
1988,,,1640.801667,1703.948333,
1989,,,1655.370833,1717.980833,
1990,,,1664.51,1731.451667,
1991,,,1672.410833,1740.968333,
1992,,,1686.7925,1745.4875,
1993,,,1688.174167,1748.661667,1786.67
1994,,,1692.684167,1758.345,1797.76
1995,,,1700.620833,1761.936667,1798.46
1996,,,1702.803333,1763.126667,1804.52
1997,,,1708.809167,1772.479167,1807.1
1998,,,1716.233333,1777.8025,1817.57
1999,,,1726.6025,1784.723333,1820.06
2000,,,1728.840833,1784.401667,1817.25
2001,,,1726.953333,1785.9425,1823.45
2002,,,1728.130833,1782.793333,
2003,,,1729.3875,1791.83,
2004,,,1728.765833,1789.855833,
2005,,,1726.893333,1789.350833,
2006,,,1726.846667,1785.221667,
2007,,,1732.725833,1794.759167,
2008,,,1740.170833,1798.22,
2009,,,1744.07,1807.346667,
2010,,,1751.308333,1814.198333,
2011,,,1757.964167,1816.315,
2012,,,1761.101667,1822.889167,
2013,,,1765.915,1830.756667,
2014,,,1775.4325,1841.4225,
2015,,,1786.311667,1852.003333,
