"Figure 2. U.S. Lands Under Drought Conditions, 2000-2015",,,,,,,
Source: EPA's Climate Change Indicators in the United States: www.epa.gov/climate-indicators,,,,,,,
"Data source: National Drought Mitigation Center, 2016",,,,,,,
Web update: August 2016,,,,,,,
Units: Percent of U.S. land area,,,,,,,
,,,,,,,
MONTH,DAY,YEAR,D4 Exceptional drought,D3 Extreme drought,D2 Severe drought,D1 Moderate drought,D0 Abnormally dry
3,15,2005,1.31,4.28,9.09,7.73,11.31
3,8,2005,1.11,3.53,9.39,8.33,11.15
3,1,2005,1.1,3.5,8.98,8.73,9.77
2,22,2005,0.87,4.01,7.99,9.83,10.46
2,15,2005,0.87,3.95,7.04,10.9,10.01
2,8,2005,0.87,3.83,7.08,11.55,9.04
2,1,2005,0.6,3.47,7.82,11.87,8.9
1,25,2005,0.6,3.58,7.11,9.3,12.13
1,18,2005,0.6,3.41,7.18,9.08,12.32
1,11,2005,0.63,3.42,7.34,8.96,12.99
1,4,2005,0.64,4.3,7.92,8.56,9.49
12,28,2004,0.77,4.68,8.34,8.85,9.76
12,21,2004,0.77,4.57,8.51,8.81,11.55
12,14,2004,0.75,4.48,8.21,9.01,10.42
12,7,2004,0.78,4.64,8.36,8.79,11.01
11,30,2004,0.78,4.64,8.55,8.58,11.54
11,23,2004,0.78,5.81,8.19,8.98,12.68
11,16,2004,0.78,5.91,8.14,9.05,13.14
11,9,2004,0.78,5.95,8.38,8.74,12.61
11,2,2004,0.78,6.19,9.02,7.9,12.72
10,26,2004,0.78,6.18,9.12,8.8,13.31
10,19,2004,0.81,7.22,9.25,8.48,12.43
10,12,2004,0.83,7.22,9.72,8.7,13.69
10,5,2004,0.78,7.08,10.17,8.98,16.37
9,28,2004,0.78,7.32,10.13,7.26,13.76
9,21,2004,0.78,7.33,10.26,7.21,15.73
9,14,2004,0.81,7.77,9.95,7.33,14.81
9,7,2004,0.99,7.95,9.82,8.46,12.38
8,31,2004,1.01,8.63,9.36,10.74,11.13
8,24,2004,1.03,8.69,9.54,10.84,11.76
8,17,2004,1.05,8.97,9.73,11.03,12.72
8,10,2004,1.05,8.43,10.42,9.15,16.95
8,3,2004,1.15,7.99,10.94,8.3,19.05
7,27,2004,1.15,7.81,10.83,8.27,18.23
7,20,2004,1.19,7.68,11.32,8.54,16.53
7,13,2004,1,7.87,11.34,7.75,15.39
7,6,2004,1,7.83,10.76,8.6,14.48
6,29,2004,1.02,8.2,10.45,8.52,13.89
6,22,2004,1.02,8.31,10.96,9.85,10.86
6,15,2004,1.07,9.42,10.77,10.14,11.95
6,8,2004,0.49,10.09,11,10.63,13.95
6,1,2004,0.67,10.03,10.81,11.36,16.14
5,25,2004,0.67,10.12,10.84,11.73,17.8
5,18,2004,0.93,9.22,11.11,9.92,17.05
5,11,2004,0.91,9.41,12.21,10.15,16.58
5,4,2004,0.9,9.14,12.27,10.85,15.71
4,27,2004,0.7,8.12,12.83,10.8,17.69
4,20,2004,0.7,8.4,12.61,10.28,20.04
4,13,2004,0.68,7.97,12.42,9.36,19.59
4,6,2004,0.54,8.06,12.55,8.94,18.81
3,30,2004,1.61,9.32,11.74,8.54,17.11
3,23,2004,1.61,8.95,12.15,9.34,15.52
3,16,2004,1.61,8.7,12.3,8.89,12.9
3,9,2004,1.61,8.8,12.58,9.15,12.54
3,2,2004,1.74,8.73,13.14,9.13,14.73
2,24,2004,2.36,9.93,13.4,8.53,14.02
2,17,2004,2.36,9.7,13.63,8.8,14.69
2,10,2004,2.36,9.75,13.52,8.73,14.85
2,3,2004,2.48,10.02,13.25,9.23,13.05
1,27,2004,2.52,10.47,12.88,9.68,12.48
1,20,2004,2.41,10.61,13.1,10.5,12.01
1,13,2004,2.63,10.67,13.21,10.58,13.25
1,6,2004,3.1,10.47,13.62,11.21,13.25
12,30,2003,2.84,10.51,14.87,10.11,10.84
12,23,2003,3.11,11.63,13.58,11.45,9.69
12,16,2003,2.82,11.85,13.69,11.41,9.42
12,9,2003,2.76,11.6,13.84,11.87,11.16
12,2,2003,2.8,11.63,13.67,11.86,10.75
11,25,2003,2.75,11.99,13.36,12.05,11.25
11,18,2003,2.65,12.14,13.42,12.33,11.97
11,11,2003,2.79,12.62,13.14,12.35,12.89
11,4,2003,2.18,13.16,13.02,11.75,12.62
10,28,2003,2.12,13.15,14.09,11.45,12.93
10,21,2003,1.7,12.73,14.5,10.11,13.23
10,14,2003,1.71,12.93,13.93,10.38,11.72
10,7,2003,1.73,12.26,14.15,12.35,9.42
9,30,2003,1.75,12.35,13.63,12.78,11.42
9,23,2003,1.73,12.35,14.23,13.79,11.02
9,16,2003,1.83,12.52,14.48,13.26,10.61
9,9,2003,1.85,13.24,16.44,13.91,9.12
9,2,2003,1.61,12.68,14.5,15.09,10.33
8,26,2003,1.84,13.92,15.39,14.73,10.6
8,19,2003,1.77,12.75,14.03,12.92,13.2
8,12,2003,1.63,11.19,14.37,13.73,8.87
8,5,2003,1.65,10.82,12.72,15.05,8.12
7,29,2003,1.8,10.82,11.58,15.24,7.15
7,22,2003,1.39,11.01,9.42,10.3,14.83
7,15,2003,0.68,9.77,9.46,6.83,21.97
7,8,2003,0.68,8.89,9.08,6.11,18.06
7,1,2003,0.63,8.42,9.16,7.54,20.32
6,24,2003,0.74,8.2,9.56,10.83,20.4
6,17,2003,0.84,8.29,9.32,11.26,20.02
6,10,2003,0.85,7.7,11.44,12.9,17.09
6,3,2003,0.51,7.95,12.1,14.56,15.91
5,27,2003,0.5,8.06,11.97,14.59,13.14
5,20,2003,0.5,7.98,12.81,14.42,13.15
5,13,2003,0.52,8.15,9.06,17.34,14.88
5,6,2003,0.22,8.86,10.51,16.23,18.39
4,29,2003,0.22,10.66,12.75,12.92,21.06
4,22,2003,0.22,11.77,10.74,13.12,17.44
4,15,2003,0.19,11.9,10.67,13.56,18.47
4,8,2003,0.22,12.13,10.36,13.18,17.41
4,1,2003,0.49,12.54,11.42,12.84,18.02
3,25,2003,1.02,13.27,11.46,14.36,15.48
3,18,2003,1.41,14.61,10.45,14.09,16.29
3,11,2003,1.41,14.72,10.9,10.42,17.1
3,4,2003,1.67,14.96,10.55,10.28,15.33
2,25,2003,1.74,14.9,10.5,9.21,16.04
2,18,2003,1.74,15.06,9.87,10.38,14.84
2,11,2003,1.93,15.33,10.15,10.49,15.35
2,4,2003,1.88,15.28,9.59,10.36,14.95
1,28,2003,2.09,15.34,10.05,9.64,14.18
1,21,2003,1.97,15.19,10.18,9.68,13.35
1,14,2003,2.15,13.19,11.54,9.91,11.73
1,7,2003,1.41,12.21,12.46,9.5,12.8
12,31,2002,1.07,10.84,13.42,9.13,11.66
12,24,2002,1.07,10.55,13.99,9.58,12.22
12,17,2002,1.07,10.54,14.09,9.87,12.8
12,10,2002,1.05,10.36,14.29,10.89,14.81
12,3,2002,0.91,10.16,11.15,12.9,14.2
11,26,2002,0.93,10.38,10.6,12.74,14.39
11,19,2002,0.96,10.38,10.62,13.03,14.3
11,12,2002,0.93,10.38,10.89,13.61,13.65
11,5,2002,1.11,11.21,12.87,15.04,10.63
10,29,2002,1.13,11.49,12.17,14.32,11.85
10,22,2002,1.12,11.8,12.46,15.1,13.56
10,15,2002,1.12,12.13,12.85,15.51,14.97
10,8,2002,1.75,12.34,12.95,14.9,17.59
10,1,2002,2.62,12.28,12.99,12.7,18.68
9,24,2002,2.75,12.95,14.12,14.22,12.86
9,17,2002,3.24,13.4,14.34,13.72,14.98
9,10,2002,4.18,12.96,14.64,13.86,13.74
9,3,2002,5.2,12.7,12.28,11.55,19.2
8,27,2002,6.19,13.44,9.84,11.72,17.86
8,20,2002,6.56,13.25,9.52,11.65,19.89
8,13,2002,6.22,13.34,9.97,12.66,23.41
8,6,2002,5.83,13.57,10.49,11.96,24.04
7,30,2002,5.1,13.7,10.15,13.2,23.72
7,23,2002,5,13.84,11.16,13,22.07
7,16,2002,4.61,13.2,10.62,12.12,19.44
7,9,2002,4.6,12.53,10.56,12.23,19.7
7,2,2002,4.42,13.06,11.47,11.27,18.85
6,25,2002,2.93,13.71,11.32,11.99,18.37
6,18,2002,2.07,12.91,11.58,12.67,18.07
6,11,2002,1.73,12.21,11.41,12.41,21.31
6,4,2002,2.26,11.82,10.99,12.15,22.79
5,28,2002,2.28,12.44,11.11,12.19,15.99
5,21,2002,0.51,13.59,11.3,11.64,15.37
5,14,2002,0.54,13.19,12.45,12.89,14.84
5,7,2002,0.51,9.02,16.93,10.27,19
4,30,2002,0.23,9.75,15.91,9.95,18
4,23,2002,0,7.83,17.07,11.16,18.81
4,16,2002,0,5.64,17.28,13.18,17.99
4,9,2002,0,4.68,16.84,14.06,19.14
4,2,2002,0,4.37,16.05,14.01,21.37
3,26,2002,0,5.37,14.15,15.14,22.83
3,19,2002,0,5.53,11.25,17.29,23.38
3,12,2002,0,5.65,12.36,18.69,22.1
3,5,2002,0,4.73,10.44,15.36,22.62
2,26,2002,0,4.81,10.32,15.14,23.12
2,19,2002,0,4.71,9.3,15.57,21.13
2,12,2002,0,4.41,9.44,14.4,20.77
2,5,2002,0,4.6,9.2,13.02,21.36
1,29,2002,0,4.43,9.52,13.1,20.82
1,22,2002,0,4.71,10.13,12.71,19.64
1,15,2002,0,4.82,10.44,12.87,18.94
1,8,2002,0,5.27,11.67,12.07,16.53
1,1,2002,0,7.31,11.66,11.66,14.09
12,25,2001,0,6.79,12.09,11.51,14.23
12,18,2001,0,7.22,12.02,11.65,13.64
12,11,2001,0,7.26,11.04,12.73,14.43
12,4,2001,0,7.87,11.92,12.54,14.44
11,27,2001,0,9.13,10.85,11.77,15.46
11,20,2001,0,9.24,11.31,12.21,18.31
11,13,2001,0,9.53,9.81,13.4,18.52
11,6,2001,0,9.53,9.12,12.51,17.38
10,30,2001,0,8.32,9.15,12.39,16.5
10,23,2001,0,8.36,8.12,9.81,17.2
10,16,2001,0,8.36,7.65,7.96,14.72
10,9,2001,0,8.36,7.48,8.57,15.29
10,2,2001,0,8.06,7.78,7.8,13.37
9,25,2001,0,7.84,8.7,7.24,12.87
9,18,2001,0,7.83,8.83,8.12,15.76
9,11,2001,0,7.83,8.83,8.5,17.41
9,4,2001,0,7.43,8.38,8.09,18.19
8,28,2001,0,7.11,9.57,8.79,14.31
8,21,2001,0,6,10.05,9.87,12.59
8,14,2001,0,4.18,11.37,10.33,15.07
8,7,2001,0,4.37,11.07,10.56,17.06
7,31,2001,0,4.37,10.49,11.09,18.25
7,24,2001,0,2.95,11.28,8.94,21.45
7,17,2001,0,2.97,11.84,7.14,19.46
7,10,2001,0,3.17,10.87,7.58,14.52
7,3,2001,0,3.35,11.54,7.67,17.8
6,26,2001,0,1.66,12.05,8.15,16.13
6,19,2001,0,1.61,10.52,8.39,15.37
6,12,2001,0.08,1.62,8.93,10.66,10.36
6,5,2001,0.33,1.63,9.02,11.64,10.63
5,29,2001,0.41,1.65,9.3,13.9,12.32
5,22,2001,0.41,1.74,9.03,15.55,12
5,15,2001,0.38,1.96,10.49,13.87,13.96
5,8,2001,0.22,1.44,9.37,12.86,15.85
5,1,2001,0.22,1.07,7.45,12.17,10.01
4,24,2001,0.22,1.07,7.34,9.92,10.93
4,17,2001,0.22,1.07,7.24,9.37,11.45
4,10,2001,0.17,1.03,7.29,9.3,11.95
4,3,2001,0.15,1.05,7.28,8.78,14.69
3,27,2001,0.54,0.69,7.11,9.42,13.79
3,20,2001,0.57,0.7,7.07,9.71,10.57
3,13,2001,0.59,0.75,6.57,9.79,10.85
3,6,2001,0.59,0.8,3.23,13.26,10.07
2,27,2001,0.61,0.85,3.31,13.45,11
2,20,2001,0.53,0.91,3.32,13.5,10.7
2,13,2001,0.51,0.84,3.37,13.95,12.58
2,6,2001,0.28,0.58,3.72,5.57,22.26
1,30,2001,0.29,0.45,3.45,5.73,22.75
1,23,2001,0.29,0.52,3.97,6.09,25.62
1,16,2001,0.28,1.01,3.84,6.94,13.22
1,9,2001,0.28,0.91,4.27,6.5,14.69
1,2,2001,0.28,0.52,4.34,6.51,12.82
12,26,2000,0.3,0.5,5.48,5.77,11.23
12,19,2000,0.25,0.49,5.55,6.54,11.78
12,12,2000,0.21,0.71,6.85,6.49,13.53
12,5,2000,0.11,0.57,6.89,6.45,14.37
11,28,2000,0,0.6,6.95,6.03,16.21
11,21,2000,0,2.21,6.74,5.86,15.14
11,14,2000,0.6,4.27,5.1,5.84,15.08
11,7,2000,0.83,5.43,4.14,6.28,21.25
10,31,2000,2.2,5.4,6.61,14.84,20.97
10,24,2000,1.41,5.01,8,18.42,20.92
10,17,2000,0.87,5.05,12.67,15.7,15.79
10,10,2000,0.39,4.52,15.42,14.01,15.48
10,3,2000,0.62,5.22,16.05,12.42,16.33
9,26,2000,0.62,5.14,14.3,12.03,16.33
9,19,2000,1.37,5.63,14.9,11.47,15.54
9,12,2000,1.43,6.01,12.84,12,14.86
9,5,2000,2.18,4.58,9.46,12.85,18.87
8,29,2000,2.06,3.68,7.5,13.78,20.13
8,22,2000,2,2.52,7.17,12.76,17.56
8,15,2000,1.66,2.03,7.27,12.16,20.18
8,8,2000,1.78,1.97,5.33,11.53,22.28
8,1,2000,2.01,2.12,4.62,11.54,21.38
7,25,2000,2.16,2.2,3.52,11.37,23.95
7,18,2000,1.77,2.8,2.86,11.44,25.49
7,11,2000,1.38,2.54,2.96,10.23,26.57
7,4,2000,1.05,2.56,3.3,8.07,27.22
6,27,2000,1.39,2.39,6.75,9.42,18.94
6,20,2000,1.37,4.25,6.25,7.26,16.63
6,13,2000,1.28,4.85,5.78,7.81,17.28
6,6,2000,0.25,4.27,6.19,7.26,13.43
5,30,2000,0.22,4.03,7.23,8.84,11.53
5,23,2000,0,3,8.84,8.15,15.38
5,16,2000,0,2.5,10.52,10.79,15.98
5,9,2000,0,1.39,9.34,10.03,16.37
5,2,2000,0,1.39,9.66,10.54,15.8
4,25,2000,0,1.24,9.67,9.51,16.38
4,18,2000,0,0,12.2,10.15,17.01
4,11,2000,0,0,11.43,10.76,15.65
4,4,2000,0,0,12.08,9.42,19.16
3,28,2000,0,0,10.42,11.85,15.76
3,21,2000,0,0,13.06,11.95,15.26
3,14,2000,0,0,13.43,12.18,14.95
3,7,2000,0,0,12.59,14.38,18.3
2,29,2000,0,0,11.75,15.53,18.37
2,22,2000,0,0,9.14,16.6,21.67
2,15,2000,0,0,9.13,17.64,26.06
2,8,2000,0,0,9.21,15.44,28.85
2,1,2000,0,0,8.53,15.76,30.11
1,25,2000,0,0,8.45,12.94,36.57
1,18,2000,0,0,8.67,13.08,34.99
1,11,2000,0,0,8.27,12.66,30.8
1,4,2000,0,0,7.9,11.71,23.1
