"Figure 5. Change in Unusually Cold Temperatures in the Contiguous 48 States, 1948-2015",,,
Source: EPA's Climate Change Indicators in the United States: www.epa.gov/climate-indicators,,,
"Data source: NOAA, 2016",,,
Web update: August 2016,,,
Units: Change in number of days colder than 5th percentile,,,
,,,
State,Lat,Long,Change in 5 percent Days
OK,36.6692,-96.3472,-9.101604278
OK,36.2886,-97.2897,0
OK,36.1175,-97.095,0
OK,35.9369,-94.9644,-10.42139483
OK,34.1747,-97.9964,-11.4902697
OK,35.52,-98.6986,0
OK,35.4814,-95.2039,0
OR,42.2128,-122.7144,9.590792839
OR,44.0569,-121.285,-17.45524297
OR,42.03,-124.2453,-29.31808653
OR,44.3914,-122.4811,-9.423339161
OR,45.2325,-120.1817,-12.60997442
OR,44.6342,-123.19,0
OR,43.7917,-123.0275,-8.132544844
OR,42.8967,-122.1328,-9.686700767
OR,42.9447,-117.3389,-8.583800202
OR,43.6656,-123.3275,-9.833759591
OR,45.4539,-121.1303,-12.85561497
OR,45.5247,-123.1025,0
OR,42.4244,-123.3236,-8.429667519
OR,45.4486,-122.1547,-28.4859335
OR,45.3653,-119.5639,-10.20204604
OR,45.8289,-119.2636,-13.81387568
OR,45.6847,-121.5175,-8.237851662
OR,42.2008,-121.7814,0
OR,42.2414,-120.3678,0
OR,43.265,-118.8447,-10.97723648
OR,44.1792,-122.1164,-22.79495751
OR,45.2214,-123.1622,-21.5751628
OR,45.9428,-118.4089,0
OR,45.4825,-120.7236,0
OR,42.6922,-120.5403,-6.210997442
OR,45.4756,-118.8253,0
OR,44.3022,-120.8081,-17.47280989
OR,42.7342,-122.5164,-23.47826087
OR,42.9506,-123.3572,-16.58184143
OR,45.1219,-122.07,0
OR,45.4539,-123.8519,0
OR,45.2081,-117.8758,0
OR,43.9814,-117.2439,0
OR,45.5722,-117.5314,-7.245589389
PA,39.9353,-77.6394,-8.063938619
PA,41.4003,-79.8306,0
PA,41.8511,-75.8583,0
PA,41.0172,-80.3614,0
PA,41.7394,-75.4464,-8.273763736
PA,41.4197,-78.7492,0
PA,40.7933,-77.8672,0
PA,41.0125,-75.1906,-10.58355454
PA,41.7511,-76.4431,0
PA,39.915,-79.7192,0
PA,41.8467,-79.1494,0
PA,41.7003,-77.3894,0
PA,39.9708,-75.635,10.88544558
PA,39.9167,-76.75,0
RI,41.4903,-71.5431,0
SC,33.4925,-81.6958,0
SC,34.5283,-82.6606,0
SC,32.3953,-80.6956,-22.8156375
SC,33.3631,-81.3292,0
SC,34.0906,-82.5883,-9.888746803
SC,34.2428,-80.6564,0
SC,34.7319,-79.8833,-8.436061381
SC,34.6603,-82.8236,-13.29795396
SC,33.9831,-81.0167,0
SC,33.8314,-79.0558,-9.278074866
SC,34.3011,-79.8767,0
SC,33.3619,-79.2239,0
SC,34.1997,-82.1711,0
SC,34.5367,-80.5972,0
SC,33.6775,-79.8283,0
SC,34.4989,-82.0219,0
SC,34.1942,-81.415,0
SC,34.2978,-81.6236,0
SC,33.4886,-80.8733,-10.06672427
SC,33.9978,-81.7747,0
SC,34.635,-81.5206,0
SC,33.0367,-80.2325,0
SC,33.9364,-80.3569,0
SC,34.7544,-83.075,0
SC,34.3739,-81.0928,-8.537084399
SC,34.9381,-81.0317,0
SC,32.6803,-80.8419,10.97314578
SD,43.4892,-99.0631,0
SD,43.6514,-97.7847,-7.768542199
SD,43.3056,-96.5917,0
SD,44.8817,-97.7325,0
SD,43.9611,-101.8606,0
SD,45.0469,-101.605,-12.81969309
SD,45.7644,-99.6353,-12.74296675
SD,45.0364,-99.1342,-12.00639386
SD,44.0686,-98.0833,-6.414969263
SD,44.0569,-99.0719,-7.975873422
SD,44.5222,-99.455,-9.975703325
SD,43.4378,-103.4739,-6.578005115
SD,44.0122,-97.5242,0
SD,43.9072,-99.8628,-12.6112532
SD,45.155,-98.5825,0
SD,43.2358,-97.5714,-7.852941176
SD,45.2836,-96.6689,0
SD,43.8894,-100.7078,-9.028132992
SD,44.4419,-100.4175,-15.7532656
SD,44.115,-103.2828,0
SD,42.7625,-96.9194,0
SD,43.4978,-100.4794,0
TN,36.5472,-87.3353,0
TN,34.9939,-84.3758,-7.318964395
TN,35.5497,-89.7,0
TN,36.0147,-85.1314,-8.960358056
TN,36.075,-87.3958,0
TN,36.4819,-87.8628,-12.23273657
TN,35.6214,-88.8456,0
TN,35.4139,-86.8086,0
TN,35.6722,-85.7811,0
TN,35.9203,-86.3728,7.635549872
TN,35.9833,-83.2008,0
TN,36.4161,-82.9839,0
TN,35.3453,-86.2089,0
TN,36.3925,-89.0317,0
TN,35.3042,-87.7592,-9.650895141
TX,32.7047,-99.3011,-12.67902813
TX,27.7283,-98.0678,-19.07458044
TX,30.3764,-103.66,0
TX,31.7414,-99.9764,-12.60869565
TX,30.9844,-103.7403,0
TX,28.4575,-97.7061,-5.654731458
TX,30.1061,-98.4286,-6.388746803
TX,29.7986,-98.7353,0
TX,30.1592,-96.3972,0
TX,31.7383,-98.9456,0
TX,33.6164,-95.0717,0
TX,32.1225,-96.4867,0
TX,33.6517,-101.245,-10.46803069
TX,29.0567,-96.2319,7.717391304
TX,32.0628,-98.3047,0
TX,28.7569,-100.4792,-15.18020773
TX,27.9775,-99.3847,-10.61571079
TX,27.1353,-98.1203,0
TX,29.6339,-97.0644,-9.612531969
TX,30.9072,-102.9153,-19.80213904
TX,33.1678,-96.0983,-8.230179028
TX,29.4706,-96.9397,-10.16076225
TX,33.1578,-99.7456,-8.005347594
TX,31.0717,-98.1847,-13.73968531
TX,30.0592,-94.795,-13.65217391
TX,30.7425,-98.6542,0
TX,29.6756,-97.6578,0
TX,32.5403,-94.3508,0
TX,31.1331,-102.2217,-6.835433
TX,31.6181,-96.4497,0
TX,35.6936,-100.6392,-10.67787382
TX,34.2192,-102.7328,0
TX,29.7192,-98.1189,9.203208556
TX,33.6744,-95.5586,-9.29248498
TX,31.4167,-103.5,-12.40698369
TX,34.1892,-101.7022,-14.86828645
TX,34.2761,-99.7578,-14.83923731
TX,26.3769,-98.8117,-13.74424552
TX,32.7131,-102.6597,-12.3883762
TX,32.71,-100.9111,-11.81713555
TX,36.3372,-102.0753,-6.78516624
TX,31.0781,-97.3183,0
TX,32.7483,-97.77,0
UT,37.4403,-112.4819,-10.96035806
UT,37.6131,-109.4847,-24.90130949
UT,37.2825,-109.5575,-9
UT,41.5481,-112.1106,0
UT,39.2872,-112.6519,-11.6483376
UT,40.1678,-110.395,-16.56004273
UT,37.7686,-111.5978,-17.42581058
UT,41.0222,-111.9353,-16.13538462
UT,38.9664,-112.3278,-10.42966752
UT,40.2842,-109.8611,-13.28005115
UT,38.9906,-110.1544,-20.19789597
UT,40.4917,-111.4261,-22.63592657
UT,37.0286,-112.5367,-10.2455243
UT,41.825,-111.3208,-16.81585678
UT,39.5608,-111.8653,0
UT,41.7456,-111.8033,-7.033248082
UT,39.2583,-111.6306,-11.52046036
UT,38.4486,-112.2275,0
UT,38.5744,-109.5458,0
UT,41.0428,-111.6722,-12.15448718
UT,39.7122,-111.8319,0
UT,41.2439,-111.9467,-19.47412634
UT,37.8156,-112.4386,-11.93353081
UT,37.8622,-112.8292,0
UT,38.7619,-112.0775,-10.91176471
UT,37.1069,-113.5611,-30.14166965
UT,39.2453,-112.1067,-10.28487914
UT,40.5453,-111.5042,-15.78589788
UT,40.0797,-111.6044,-9.039641944
UT,40.5278,-112.2975,0
UT,40.3603,-111.8972,-13.30967031
UT,40.4269,-109.5531,-23.74424552
UT,41.525,-111.1494,-7.150895141
UT,37.2092,-112.9814,0
VT,43.3847,-72.5989,-9.895104895
VT,43.9833,-72.45,0
VT,43.9572,-73.2106,0
VT,44.9094,-72.8083,-11.07287913
VT,44.42,-72.0194,0
VA,37.2017,-80.4133,-10.9561373
VA,37.0925,-81.3358,0
VA,38.0328,-78.5225,0
VA,38.4547,-78.9353,0
VA,36.5869,-79.3886,-8.158722527
VA,37.3264,-78.3864,-13.33631714
VA,37.2992,-77.2775,-13.68158568
VA,37.9969,-79.8317,0
VA,37.7767,-79.4386,0
VA,39.0878,-77.6928,0
VA,36.7381,-82.9967,0
VA,38.2322,-78.1203,-7.618925831
VA,36.9769,-79.8961,0
VA,38.1692,-79.0844,0
VA,37.3017,-76.7039,-13.07788462
VA,38.8969,-78.4678,0
WA,46.9658,-123.8292,-17.15345269
WA,48.9775,-122.7928,-13.66499554
WA,47.1694,-122.0036,-10.14663462
WA,47.4144,-121.7561,-12.89002558
WA,46.72,-122.9528,-10.45396419
WA,48.9672,-122.3292,-19.24296675
WA,47.1889,-120.9131,-13.46362179
WA,48.5558,-119.7492,-20.43446976
WA,47.6575,-118.1614,0
WA,46.3153,-118.0022,0
WA,46.9692,-120.54,0
WA,47.9753,-122.195,-6.693094629
WA,47.9558,-124.3539,-7.098465473
WA,46.2111,-119.1011,-12.40920716
WA,46.1506,-122.9164,-13.66751918
WA,47.1358,-122.2558,-11.66879795
WA,48.8742,-117.8667,-9.589980623
WA,47.3328,-118.6944,0
WA,48.6117,-122.8064,-10.92327366
WA,46.4672,-117.5883,0
WA,48.1139,-123.4317,-14.7385107
WA,48.1161,-122.7586,-30.04118028
WA,46.7603,-117.1861,-6.952656415
WA,47.1178,-118.3722,-10.24168798
WA,47.0933,-117.5878,0
WA,48.4958,-122.2355,-12.27749361
WA,47.5414,-121.8361,-13.98461132
WA,48.3508,-120.7264,-10.51461461
WA,46.3236,-120.0103,-10.58321678
WA,45.6778,-122.6511,13.81713555
WA,47.6497,-120.08,-9.937340153
WA,47.4289,-120.31,-17.51278772
WA,47.7681,-118.7239,0
WA,48.4742,-120.1886,-17.09335038
WV,38.9803,-80.22,0
WV,38.9339,-80.8325,0
WV,37.8564,-80.4042,0
WV,39.1031,-79.6658,0
WV,37.5742,-81.5356,-10.21657754
WV,38.8008,-81.3583,0
WV,38.5278,-81.9153,-7.168797954
WI,46.5831,-90.9678,-10.85254083
WI,42.6181,-89.3861,0
WI,42.6781,-90.1064,0
WI,43.7953,-88.4533,-7.601023018
WI,44.1186,-89.5358,-13.03324808
WI,42.8278,-90.7889,0
WI,44.0869,-87.6522,0
WI,44.6411,-90.1333,-6.350383632
WI,45.1308,-90.3439,0
WI,43.0719,-88.0294,-7.52173913
WI,45.8864,-89.7322,0
WI,44.5378,-90.535,-9.49488491
WI,44.3589,-88.7189,0
WI,44.8919,-87.955,0
WI,44.0206,-88.5581,0
WI,43.5278,-89.4342,0
WI,43.0514,-91.135,0
WI,42.7022,-87.7861,0
WI,45.8236,-91.8761,-8.696930946
WI,44.9528,-90.9269,0
WI,43.5594,-90.8761,0
WI,43.1742,-88.7364,0
WY,43.7728,-111.0339,-11.67263427
WY,44.38,-108.035,0
WY,41.7594,-104.8222,-7.969309463
WY,44.5147,-109.045,-11.35798653
WY,44.8711,-104.1533,-12.19938811
WY,43.2281,-108.9489,0
WY,43.5397,-109.6553,-12.00942963
WY,41.265,-110.9508,-26.91967627
WY,41.5167,-109.4703,-9.623754904
WY,44.5619,-110.3986,-17.82408688
WY,42.7506,-104.4811,-9.331828804
WY,43.4131,-106.2772,0
WY,43.8567,-110.5889,-10.8286445
WY,43.8497,-104.1886,0
WY,43.2458,-108.6942,0
WY,42.8747,-109.8592,-11.41254355
WY,43.0308,-108.3742,-9.49488491
WY,41.4528,-106.8053,-8.125365283
WY,44.8406,-106.8383,0
WY,42.0803,-104.2236,0
WY,42.1106,-104.9492,0
WY,44.0108,-107.9686,0
WY,44.9767,-110.6964,-11.2685422
GA,32.13,-81.21,-7.74168798
SC,34.8831,-82.2203,-20.27503628
OK,36.7683,-96.0261,0
NY,42.1997,-75.985,0
FL,26.585,-81.8614,-12.60486149
FL,24.555,-81.7522,0
TX,29.5442,-98.4839,-8.530690537
TX,27.7839,-97.5108,0
LA,29.9167,-90.1303,-13.84782609
NC,35.3444,-77.9647,-16.61556893
NJ,39.3792,-74.4242,-7.935222288
WV,39.4019,-77.9844,-9.832480818
VA,36.9033,-76.1922,0
SC,32.78,-79.9319,-11.44245524
AL,34.7442,-87.5997,0
FL,30.4781,-87.1869,0
LA,30.5372,-91.1469,0
LA,30.205,-91.9875,-6.717391304
KS,37.155,-98.0283,0
NY,42.9486,-78.7369,0
NY,42.7431,-73.8092,-9.886189258
PA,40.6508,-75.4492,0
VT,44.4683,-73.15,-9.707161125
NY,44.5772,-75.1097,0
NY,41.6267,-73.8842,-8.477705483
ME,43.6497,-70.3003,-13.4028133
RI,41.7219,-71.4325,-8.679028133
NY,43.1167,-77.6767,0
NY,43.1111,-76.1039,0
PA,41.2433,-76.9217,0
MI,42.6083,-82.8183,0
PA,42.08,-80.1825,0
MN,44.8831,-93.2289,-12.24424552
ND,48.9711,-97.2417,-10.10102302
SD,45.4558,-98.4131,-8.831202046
SD,44.9047,-97.1494,-8.620204604
NM,33.3075,-104.5083,0
TX,31.8111,-106.3758,-11.69309463
NM,36.4486,-103.1539,-16.51100072
UT,38.3706,-110.7153,-10.69682803
UT,37.7981,-113.9256,-13.27406015
CA,34.7675,-114.6189,-22.06777494
NV,39.4839,-119.7711,-36.06649616
WY,41.1519,-104.8061,-7.39769821
WY,41.3119,-105.6747,0
SD,44.3814,-100.2856,-13.64194373
WY,41.5944,-109.0528,-10.65829204
MT,46.4267,-105.8825,-11.80179028
NV,40.6117,-116.8917,-18.89769821
NV,40.8289,-115.7886,-11.13554987
NV,40.9017,-117.8081,-9.569053708
OR,44.8428,-117.8086,0
MT,48.6033,-112.3753,-13.52046036
MT,47.4733,-111.3822,-6.992327366
MT,46.6056,-111.9636,-15.0511509
ID,46.3747,-117.0156,-14.91176471
ID,42.1492,-112.2872,-15.24002651
WA,47.6217,-117.5281,-8.625319693
WA,46.0947,-118.2869,-12.60469437
UT,40.7206,-114.0358,0
CA,40.8097,-124.1603,0
OR,43.4133,-124.2436,-11.66112532
OR,44.6431,-124.0556,-25.33147524
CA,36.78,-119.7194,-23.10741688
NC,35.2325,-75.6219,-20.61297487
FL,30.3975,-84.3289,0
AL,33.2119,-87.6161,0
KY,36.9647,-86.4239,0
OK,34.9894,-99.0525,-8.799232737
MT,48.2138,-106.6213,-12.25959079
OR,46.1569,-123.8825,-10.06672427
NY,40.7789,-73.9692,0
NY,43.145,-75.3839,0
MN,46.9006,-95.0678,-7.529411765
